"Año","Mes","Trimestre","Llamante","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla","No consta"
"Año 2017","Mayo","Segundo","Familiares/Personas allegadas","21.0","50.0","23.0","55.0","26.0","15.0","82.0","108.0","3.0","2.0","47.0","39.0","37.0","60.0","68.0","18.0","2.0","11.0","17.0","15.0","15.0","6.0","1.0","19.0","6.0","12.0","14.0","2.0","11.0","21.0","194.0","13.0","13.0","18.0","69.0","27.0","114.0","29.0","15.0","36.0","14.0","9.0","25.0","483.0","60.0","28.0","2.0","37.0","15.0","9.0","2.0","3.0","19.0"
"Año 2017","Mayo","Segundo","Otros","1.0","5.0","2.0","4.0","","1.0","9.0","19.0","","","2.0","3.0","4.0","8.0","9.0","2.0","","2.0","3.0","1.0","3.0","","","4.0","1.0","1.0","","","","4.0","13.0","1.0","","4.0","8.0","6.0","14.0","1.0","1.0","2.0","3.0","4.0","2.0","55.0","3.0","1.0","1.0","4.0","1.0","2.0","","","5.0"
"Año 2017","Junio","Segundo","Desconocido","","1.0","","","","","","1.0","","","","","","","","","","","","","","","","1.0","","","","","","","1.0","","","","","","1.0","","","","","","1.0","3.0","1.0","","","","1.0","","","","1.0"
"Año 2017","Junio","Segundo","Usuaria","43.0","81.0","45.0","96.0","28.0","40.0","141.0","218.0","11.0","6.0","63.0","111.0","91.0","116.0","103.0","29.0","22.0","32.0","30.0","24.0","30.0","12.0","5.0","79.0","13.0","15.0","29.0","9.0","16.0","76.0","497.0","44.0","18.0","63.0","238.0","63.0","285.0","24.0","27.0","125.0","18.0","19.0","71.0","1111.0","131.0","41.0","18.0","65.0","40.0","24.0","9.0","4.0","36.0"
"Año 2017","Junio","Segundo","Familiares/Personas allegadas","25.0","48.0","38.0","33.0","26.0","21.0","97.0","99.0","5.0","2.0","33.0","21.0","50.0","54.0","61.0","16.0","8.0","9.0","7.0","6.0","7.0","9.0","","19.0","3.0","11.0","14.0","4.0","10.0","27.0","175.0","16.0","8.0","16.0","78.0","16.0","94.0","10.0","12.0","38.0","4.0","2.0","37.0","400.0","56.0","18.0","13.0","23.0","13.0","12.0","3.0","1.0","14.0"
"Año 2017","Junio","Segundo","Otros","1.0","7.0","2.0","2.0","4.0","","6.0","7.0","","1.0","4.0","4.0","5.0","5.0","9.0","1.0","","","","1.0","","","","1.0","","","2.0","","2.0","3.0","8.0","1.0","","","13.0","1.0","15.0","","2.0","7.0","","","1.0","43.0","6.0","2.0","1.0","1.0","","","","","3.0"
"Año 2017","Julio","Tercero","Desconocido","","","","","2.0","","","1.0","","","","","","1.0","","","","","","","","","","","","","","","","1.0","1.0","","","","2.0","","3.0","","","","","","","5.0","","","","","","","","","1.0"
"Año 2017","Julio","Tercero","Usuaria","48.0","104.0","54.0","75.0","30.0","51.0","150.0","168.0","9.0","10.0","66.0","91.0","88.0","130.0","109.0","54.0","32.0","18.0","59.0","15.0","42.0","11.0","6.0","58.0","11.0","26.0","24.0","5.0","32.0","70.0","442.0","53.0","10.0","69.0","231.0","46.0","292.0","29.0","30.0","83.0","17.0","16.0","94.0","1080.0","117.0","44.0","18.0","66.0","35.0","21.0","9.0","2.0","55.0"
"Año 2017","Julio","Tercero","Familiares/Personas allegadas","17.0","43.0","22.0","51.0","12.0","15.0","72.0","88.0","8.0","","24.0","41.0","51.0","52.0","55.0","24.0","3.0","9.0","16.0","3.0","10.0","8.0","","20.0","12.0","20.0","12.0","5.0","14.0","25.0","174.0","21.0","8.0","18.0","72.0","13.0","107.0","20.0","8.0","26.0","12.0","9.0","36.0","386.0","55.0","19.0","10.0","28.0","6.0","10.0","1.0","2.0","17.0"
"Año 2017","Julio","Tercero","Otros","4.0","4.0","5.0","1.0","2.0","","12.0","12.0","1.0","","4.0","8.0","3.0","4.0","1.0","1.0","","","4.0","1.0","","","","","","2.0","3.0","1.0","1.0","2.0","7.0","","","2.0","8.0","","14.0","4.0","","2.0","1.0","2.0","3.0","46.0","5.0","2.0","1.0","4.0","1.0","","","","2.0"
"Año 2017","Agosto","Tercero","Desconocido","","","","1.0","","","1.0","","","","1.0","","","","1.0","","","","","","","","","","","","","","","1.0","2.0","","","1.0","","","3.0","","","","","","1.0","7.0","","","","","","","","",""
"Año 2017","Agosto","Tercero","Usuaria","66.0","145.0","64.0","77.0","48.0","47.0","179.0","203.0","14.0","10.0","49.0","86.0","109.0","135.0","138.0","54.0","30.0","29.0","32.0","22.0","48.0","2.0","4.0","55.0","22.0","14.0","28.0","10.0","23.0","85.0","438.0","40.0","20.0","62.0","196.0","73.0","312.0","35.0","22.0","106.0","21.0","11.0","74.0","1057.0","140.0","52.0","17.0","80.0","27.0","25.0","7.0","4.0","73.0"
"Año 2017","Agosto","Tercero","Familiares/Personas allegadas","23.0","44.0","27.0","42.0","23.0","18.0","79.0","64.0","4.0","1.0","24.0","33.0","38.0","40.0","61.0","15.0","12.0","21.0","21.0","7.0","11.0","6.0","2.0","17.0","6.0","6.0","12.0","3.0","9.0","22.0","150.0","12.0","2.0","24.0","51.0","19.0","80.0","13.0","14.0","32.0","3.0","10.0","30.0","404.0","73.0","16.0","7.0","26.0","16.0","9.0","1.0","1.0","36.0"
"Año 2017","Agosto","Tercero","Otros","3.0","7.0","1.0","6.0","","2.0","7.0","5.0","1.0","","5.0","4.0","6.0","5.0","3.0","1.0","2.0","","4.0","","","","","1.0","","1.0","","","","2.0","5.0","1.0","","","12.0","3.0","16.0","5.0","1.0","1.0","","4.0","3.0","30.0","1.0","1.0","1.0","","","2.0","","","2.0"
"Año 2017","Septiembre","Tercero","Desconocido","","","","","","","","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","","","","1.0","","","1.0","","","","5.0","","","","1.0","","","","",""
"Año 2017","Septiembre","Tercero","Usuaria","54.0","100.0","46.0","72.0","37.0","44.0","147.0","189.0","14.0","8.0","66.0","91.0","103.0","150.0","124.0","62.0","18.0","26.0","51.0","7.0","31.0","11.0","2.0","47.0","3.0","13.0","22.0","3.0","14.0","59.0","394.0","35.0","18.0","65.0","181.0","60.0","245.0","39.0","23.0","85.0","9.0","13.0","41.0","992.0","117.0","31.0","15.0","63.0","24.0","15.0","8.0","8.0","22.0"
"Año 2017","Septiembre","Tercero","Familiares/Personas allegadas","23.0","35.0","27.0","47.0","22.0","27.0","69.0","81.0","4.0","2.0","29.0","37.0","37.0","65.0","48.0","21.0","7.0","10.0","8.0","1.0","9.0","7.0","","19.0","1.0","7.0","6.0","6.0","9.0","23.0","166.0","16.0","8.0","14.0","65.0","19.0","100.0","30.0","13.0","35.0","4.0","7.0","27.0","364.0","44.0","23.0","10.0","22.0","13.0","11.0","4.0","5.0","6.0"
"Año 2017","Septiembre","Tercero","Otros","","5.0","1.0","4.0","2.0","3.0","4.0","5.0","","1.0","4.0","1.0","5.0","4.0","6.0","1.0","1.0","","","","","","","1.0","","1.0","3.0","","1.0","3.0","8.0","","","","5.0","","21.0","4.0","1.0","2.0","","","2.0","40.0","6.0","1.0","1.0","4.0","","1.0","2.0","1.0","1.0"
"Año 2017","Octubre","Cuarto","Desconocido","1.0","1.0","","1.0","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","2.0","","","","","","2.0","","","1.0","","","","3.0","","","","","","","","",""
"Año 2017","Octubre","Cuarto","Usuaria","39.0","88.0","41.0","66.0","35.0","41.0","142.0","167.0","18.0","2.0","61.0","108.0","93.0","117.0","137.0","31.0","11.0","37.0","30.0","19.0","35.0","7.0","8.0","44.0","10.0","21.0","19.0","17.0","22.0","58.0","387.0","24.0","19.0","53.0","147.0","61.0","227.0","43.0","18.0","91.0","12.0","9.0","62.0","980.0","123.0","44.0","15.0","71.0","24.0","24.0","5.0","1.0","47.0"
"Año 2017","Octubre","Cuarto","Familiares/Personas allegadas","19.0","37.0","16.0","42.0","20.0","15.0","66.0","88.0","2.0","1.0","29.0","42.0","46.0","55.0","55.0","12.0","","7.0","13.0","9.0","16.0","7.0","1.0","28.0","2.0","6.0","12.0","5.0","4.0","24.0","147.0","11.0","9.0","13.0","44.0","17.0","71.0","13.0","4.0","26.0","2.0","8.0","31.0","338.0","42.0","22.0","4.0","22.0","15.0","9.0","2.0","1.0","21.0"
"Año 2017","Octubre","Cuarto","Otros","4.0","","2.0","3.0","1.0","1.0","8.0","7.0","2.0","","5.0","3.0","5.0","4.0","4.0","","","4.0","2.0","","","","","2.0","","1.0","1.0","1.0","","1.0","6.0","","","","8.0","2.0","22.0","","3.0","3.0","2.0","","1.0","40.0","6.0","4.0","","4.0","","","","","1.0"
"Año 2017","Noviembre","Cuarto","Desconocido","1.0","","","","1.0","","1.0","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","1.0","","","1.0","","","","8.0","","","1.0","","","","","",""
"Año 2017","Noviembre","Cuarto","Usuaria","39.0","74.0","39.0","45.0","32.0","30.0","122.0","150.0","17.0","8.0","62.0","68.0","88.0","114.0","136.0","41.0","25.0","27.0","36.0","20.0","40.0","6.0","3.0","77.0","6.0","15.0","26.0","12.0","18.0","42.0","354.0","36.0","16.0","43.0","168.0","39.0","267.0","32.0","18.0","71.0","13.0","4.0","49.0","899.0","86.0","52.0","18.0","63.0","20.0","17.0","7.0","4.0","28.0"
"Año 2017","Noviembre","Cuarto","Familiares/Personas allegadas","21.0","37.0","23.0","43.0","13.0","15.0","67.0","90.0","1.0","2.0","23.0","43.0","33.0","70.0","64.0","12.0","3.0","11.0","19.0","4.0","15.0","7.0","4.0","21.0","2.0","10.0","17.0","5.0","4.0","19.0","158.0","16.0","7.0","26.0","62.0","11.0","97.0","22.0","12.0","32.0","2.0","11.0","36.0","357.0","56.0","18.0","9.0","27.0","13.0","11.0","6.0","","11.0"
"Año 2017","Noviembre","Cuarto","Otros","2.0","4.0","1.0","6.0","1.0","5.0","6.0","10.0","1.0","","4.0","6.0","2.0","2.0","5.0","3.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","4.0","2.0","","2.0","","1.0","1.0","6.0","","","1.0","12.0","","17.0","5.0","","3.0","3.0","","1.0","49.0","5.0","3.0","1.0","2.0","2.0","1.0","1.0","","2.0"
"Año 2017","Diciembre","Cuarto","Desconocido","1.0","1.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","1.0","","","","","","","6.0","","","","","","","","",""
"Año 2017","Diciembre","Cuarto","Usuaria","35.0","101.0","72.0","61.0","29.0","32.0","148.0","179.0","13.0","11.0","81.0","62.0","73.0","108.0","112.0","37.0","35.0","28.0","35.0","16.0","23.0","4.0","3.0","57.0","13.0","16.0","23.0","11.0","28.0","70.0","415.0","40.0","14.0","64.0","161.0","55.0","243.0","29.0","14.0","99.0","14.0","13.0","63.0","857.0","121.0","44.0","17.0","67.0","44.0","28.0","4.0","12.0","59.0"
"Año 2017","Diciembre","Cuarto","Familiares/Personas allegadas","27.0","50.0","35.0","36.0","26.0","25.0","78.0","94.0","5.0","3.0","44.0","35.0","43.0","54.0","59.0","29.0","7.0","14.0","17.0","2.0","13.0","3.0","1.0","33.0","5.0","7.0","12.0","4.0","10.0","22.0","150.0","16.0","10.0","23.0","56.0","13.0","108.0","13.0","8.0","38.0","4.0","9.0","28.0","332.0","50.0","28.0","8.0","27.0","9.0","7.0","2.0","5.0","15.0"
"Año 2017","Diciembre","Cuarto","Otros","1.0","3.0","1.0","3.0","2.0","3.0","9.0","9.0","1.0","2.0","1.0","","4.0","6.0","1.0","1.0","1.0","1.0","1.0","1.0","","1.0","","1.0","","1.0","1.0","","1.0","1.0","8.0","","2.0","1.0","5.0","","11.0","1.0","1.0","6.0","1.0","1.0","3.0","39.0","3.0","2.0","","3.0","","","1.0","1.0",""
"Año 2018","Enero","Primero","Desconocido","","1.0","","","","","","1.0","","","","","1.0","","","","","","","","","","","","","","","","","","1.0","","","","","","3.0","","","","","","","4.0","","","","","","","","","1.0"
"Año 2018","Enero","Primero","Usuaria","47.0","83.0","65.0","78.0","47.0","47.0","161.0","183.0","8.0","12.0","59.0","90.0","95.0","141.0","151.0","37.0","16.0","40.0","30.0","12.0","27.0","14.0","8.0","60.0","11.0","23.0","35.0","5.0","24.0","67.0","487.0","42.0","24.0","66.0","198.0","64.0","253.0","37.0","27.0","79.0","14.0","11.0","91.0","1070.0","124.0","44.0","16.0","77.0","37.0","17.0","1.0","7.0","53.0"
"Año 2018","Enero","Primero","Familiares/Personas allegadas","31.0","66.0","32.0","52.0","28.0","13.0","75.0","94.0","8.0","4.0","42.0","39.0","49.0","50.0","45.0","19.0","6.0","19.0","15.0","3.0","14.0","6.0","2.0","22.0","6.0","9.0","20.0","5.0","9.0","23.0","198.0","13.0","9.0","21.0","65.0","16.0","97.0","15.0","18.0","42.0","7.0","7.0","20.0","411.0","51.0","22.0","12.0","28.0","6.0","9.0","1.0","1.0","19.0"
"Año 2018","Enero","Primero","Otros","","3.0","2.0","2.0","3.0","","4.0","12.0","1.0","1.0","3.0","3.0","6.0","6.0","6.0","1.0","","2.0","","","1.0","","","3.0","","4.0","","","","4.0","11.0","3.0","1.0","","14.0","1.0","13.0","2.0","4.0","3.0","1.0","","4.0","48.0","5.0","2.0","","2.0","","1.0","","","3.0"
"Año 2018","Febrero","Primero","Desconocido","1.0","","","","1.0","1.0","","","","","","2.0","","1.0","","","","","","","","","","","","","","","","","1.0","","","","2.0","","","","1.0","","","","1.0","9.0","","","","","","","","","1.0"
"Año 2018","Febrero","Primero","Usuaria","51.0","106.0","54.0","62.0","37.0","29.0","128.0","170.0","7.0","2.0","58.0","75.0","52.0","83.0","111.0","35.0","16.0","26.0","22.0","20.0","32.0","10.0","6.0","48.0","4.0","25.0","29.0","12.0","11.0","68.0","366.0","41.0","9.0","49.0","162.0","60.0","216.0","29.0","34.0","56.0","21.0","15.0","68.0","854.0","106.0","36.0","7.0","67.0","17.0","11.0","2.0","3.0","32.0"
"Año 2018","Febrero","Primero","Familiares/Personas allegadas","15.0","48.0","17.0","31.0","17.0","23.0","57.0","71.0","5.0","5.0","29.0","34.0","32.0","41.0","48.0","16.0","7.0","12.0","11.0","6.0","13.0","4.0","1.0","20.0","7.0","18.0","7.0","3.0","8.0","32.0","158.0","18.0","10.0","14.0","51.0","8.0","105.0","21.0","9.0","17.0","5.0","8.0","28.0","382.0","49.0","19.0","7.0","23.0","11.0","7.0","1.0","1.0","18.0"
"Año 2018","Febrero","Primero","Otros","1.0","5.0","1.0","4.0","3.0","1.0","8.0","9.0","","","3.0","2.0","2.0","10.0","2.0","1.0","","1.0","","","1.0","1.0","","3.0","","1.0","","1.0","","6.0","10.0","2.0","","2.0","10.0","2.0","7.0","1.0","","4.0","","","7.0","42.0","4.0","1.0","1.0","2.0","","1.0","","","8.0"
"Año 2018","Marzo","Primero","Desconocido","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","1.0","2.0","","1.0","","","2.0","","","","","","","","",""
"Año 2018","Marzo","Primero","Usuaria","40.0","87.0","46.0","61.0","42.0","33.0","138.0","164.0","21.0","5.0","70.0","84.0","71.0","125.0","146.0","34.0","22.0","34.0","37.0","22.0","25.0","19.0","7.0","77.0","13.0","25.0","18.0","10.0","12.0","50.0","402.0","24.0","22.0","45.0","175.0","33.0","207.0","28.0","41.0","101.0","12.0","11.0","53.0","892.0","121.0","37.0","12.0","77.0","18.0","12.0","5.0","9.0","52.0"
"Año 2018","Marzo","Primero","Familiares/Personas allegadas","18.0","26.0","12.0","36.0","16.0","17.0","64.0","86.0","3.0","2.0","30.0","30.0","45.0","49.0","51.0","25.0","2.0","15.0","12.0","3.0","15.0","3.0","2.0","24.0","2.0","10.0","7.0","1.0","3.0","21.0","136.0","7.0","4.0","15.0","59.0","16.0","83.0","18.0","15.0","23.0","7.0","6.0","30.0","355.0","41.0","18.0","17.0","20.0","13.0","13.0","2.0","3.0","12.0"
"Año 2018","Marzo","Primero","Otros","1.0","2.0","2.0","3.0","","1.0","1.0","9.0","","","8.0","2.0","","2.0","4.0","2.0","","","1.0","1.0","2.0","","","","","","1.0","2.0","","2.0","9.0","1.0","","","13.0","1.0","15.0","3.0","1.0","4.0","1.0","","","36.0","4.0","","","","","","","","1.0"
"Año 2018","Abril","Segundo","Desconocido","","","","","","","","","","","","1.0","","2.0","1.0","1.0","","","","","","","","1.0","","","","","","","1.0","","","","","","2.0","","","1.0","","","","5.0","","","","","","","","",""
"Año 2018","Abril","Segundo","Usuaria","52.0","104.0","61.0","81.0","48.0","48.0","154.0","183.0","4.0","5.0","61.0","82.0","54.0","144.0","131.0","46.0","19.0","45.0","28.0","20.0","33.0","17.0","9.0","54.0","11.0","13.0","22.0","4.0","23.0","62.0","453.0","32.0","19.0","52.0","166.0","28.0","272.0","56.0","9.0","70.0","25.0","15.0","52.0","924.0","127.0","33.0","18.0","68.0","22.0","12.0","6.0","5.0","40.0"
"Año 2018","Abril","Segundo","Familiares/Personas allegadas","22.0","37.0","34.0","42.0","20.0","20.0","80.0","93.0","3.0","1.0","23.0","44.0","32.0","75.0","49.0","25.0","5.0","11.0","10.0","3.0","7.0","1.0","2.0","26.0","7.0","5.0","11.0","1.0","4.0","29.0","168.0","11.0","5.0","29.0","55.0","18.0","92.0","16.0","9.0","30.0","3.0","8.0","20.0","365.0","48.0","20.0","19.0","26.0","11.0","6.0","4.0","1.0","37.0"
"Año 2018","Abril","Segundo","Otros","2.0","3.0","2.0","5.0","2.0","1.0","3.0","7.0","","","1.0","7.0","1.0","8.0","7.0","1.0","1.0","1.0","1.0","","","","","1.0","","3.0","2.0","","1.0","1.0","7.0","","","1.0","8.0","","9.0","1.0","1.0","2.0","1.0","3.0","","52.0","5.0","2.0","2.0","","","1.0","","","4.0"
"Año 2018","Mayo","Segundo","Desconocido","","","1.0","","1.0","","","1.0","","","1.0","","","1.0","","","","","","","","","","","","1.0","1.0","","","3.0","","","","","3.0","","","","","","","","","6.0","1.0","","","","","","1.0","",""
"Año 2018","Mayo","Segundo","Usuaria","68.0","122.0","71.0","76.0","44.0","47.0","155.0","162.0","8.0","5.0","58.0","61.0","83.0","135.0","154.0","48.0","25.0","51.0","31.0","16.0","30.0","16.0","2.0","61.0","11.0","25.0","28.0","8.0","22.0","77.0","490.0","51.0","12.0","48.0","253.0","60.0","300.0","28.0","28.0","87.0","14.0","11.0","61.0","951.0","123.0","26.0","24.0","69.0","23.0","13.0","6.0","9.0","33.0"
"Año 2018","Mayo","Segundo","Familiares/Personas allegadas","21.0","44.0","17.0","47.0","23.0","18.0","66.0","91.0","2.0","2.0","24.0","25.0","49.0","55.0","57.0","17.0","9.0","12.0","18.0","7.0","10.0","6.0","2.0","22.0","4.0","6.0","11.0","","11.0","27.0","169.0","17.0","3.0","22.0","62.0","16.0","87.0","19.0","12.0","36.0","4.0","6.0","25.0","367.0","44.0","22.0","12.0","25.0","12.0","9.0","","4.0","14.0"
"Año 2018","Mayo","Segundo","Otros","2.0","4.0","4.0","12.0","7.0","","3.0","10.0","","","3.0","4.0","3.0","7.0","3.0","1.0","","3.0","2.0","","2.0","","","","3.0","1.0","3.0","2.0","","3.0","14.0","1.0","","","10.0","","19.0","1.0","1.0","3.0","1.0","","2.0","44.0","8.0","1.0","","","1.0","","1.0","","1.0"
"Año 2018","Junio","Segundo","Desconocido","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2018","Junio","Segundo","Usuaria","55.0","69.0","43.0","54.0","39.0","23.0","128.0","183.0","10.0","9.0","69.0","71.0","96.0","117.0","125.0","26.0","22.0","42.0","49.0","18.0","12.0","15.0","6.0","54.0","2.0","13.0","22.0","15.0","15.0","61.0","404.0","22.0","19.0","37.0","190.0","36.0","267.0","53.0","19.0","89.0","14.0","12.0","66.0","903.0","136.0","29.0","18.0","78.0","25.0","7.0","2.0","2.0","72.0"
"Año 2018","Junio","Segundo","Familiares/Personas allegadas","18.0","37.0","28.0","45.0","24.0","14.0","73.0","98.0","5.0","1.0","30.0","32.0","51.0","50.0","40.0","17.0","7.0","10.0","14.0","3.0","7.0","6.0","2.0","36.0","6.0","10.0","10.0","4.0","12.0","23.0","147.0","20.0","2.0","17.0","65.0","20.0","103.0","23.0","12.0","32.0","11.0","10.0","20.0","394.0","50.0","10.0","4.0","23.0","11.0","6.0","2.0","2.0","22.0"
"Año 2018","Junio","Segundo","Otros","6.0","7.0","5.0","7.0","9.0","2.0","15.0","13.0","1.0","","1.0","7.0","4.0","12.0","5.0","1.0","1.0","1.0","3.0","1.0","","","","1.0","","2.0","2.0","","2.0","4.0","22.0","2.0","","1.0","15.0","1.0","20.0","3.0","2.0","3.0","1.0","2.0","7.0","80.0","8.0","1.0","","2.0","","2.0","","","11.0"
"Año 2018","Junio","Segundo","No Consta","4.0","2.0","4.0","4.0","1.0","5.0","2.0","9.0","","","2.0","1.0","6.0","7.0","6.0","4.0","","3.0","3.0","2.0","","1.0","","4.0","","","2.0","1.0","1.0","7.0","23.0","2.0","","2.0","9.0","3.0","14.0","4.0","1.0","4.0","","3.0","3.0","55.0","8.0","2.0","1.0","1.0","2.0","3.0","","","69.0"
"Año 2018","Julio","Tercero","Usuaria","49.0","77.0","45.0","91.0","54.0","22.0","154.0","172.0","12.0","2.0","70.0","60.0","112.0","128.0","162.0","39.0","21.0","27.0","35.0","28.0","20.0","10.0","7.0","77.0","13.0","20.0","20.0","7.0","25.0","76.0","445.0","29.0","19.0","53.0","187.0","54.0","254.0","50.0","43.0","97.0","14.0","13.0","75.0","1122.0","137.0","50.0","25.0","49.0","25.0","27.0","7.0","6.0","164.0"
"Año 2018","Julio","Tercero","Familiares/Personas allegadas","26.0","47.0","29.0","34.0","22.0","15.0","94.0","94.0","6.0","3.0","37.0","34.0","49.0","41.0","56.0","8.0","1.0","9.0","9.0","11.0","11.0","2.0","1.0","24.0","6.0","7.0","23.0","","8.0","34.0","159.0","23.0","12.0","19.0","79.0","14.0","102.0","14.0","15.0","37.0","4.0","9.0","28.0","377.0","68.0","27.0","7.0","32.0","12.0","17.0","4.0","2.0","56.0"
"Año 2018","Julio","Tercero","Otros","","3.0","3.0","6.0","3.0","4.0","10.0","11.0","1.0","","8.0","1.0","6.0","3.0","5.0","","1.0","1.0","1.0","1.0","1.0","2.0","","2.0","","","","1.0","1.0","2.0","13.0","1.0","","4.0","13.0","1.0","9.0","4.0","3.0","7.0","","2.0","4.0","44.0","4.0","","","3.0","1.0","2.0","","","8.0"
"Año 2018","Julio","Tercero","No Consta","3.0","2.0","","","1.0","","4.0","5.0","1.0","1.0","12.0","9.0","15.0","11.0","15.0","4.0","3.0","2.0","4.0","","2.0","1.0","","7.0","","","","","1.0","4.0","10.0","1.0","","1.0","3.0","1.0","7.0","3.0","","12.0","2.0","1.0","4.0","97.0","14.0","7.0","1.0","2.0","1.0","2.0","","","193.0"
"Año 2018","Agosto","Tercero","Usuaria","63.0","84.0","77.0","58.0","58.0","27.0","172.0","174.0","17.0","9.0","57.0","75.0","99.0","135.0","114.0","60.0","21.0","22.0","31.0","6.0","33.0","12.0","2.0","57.0","18.0","18.0","34.0","25.0","23.0","83.0","396.0","29.0","18.0","59.0","181.0","42.0","289.0","47.0","34.0","90.0","20.0","24.0","73.0","911.0","116.0","50.0","14.0","51.0","24.0","26.0","4.0","4.0","190.0"
