Año,Trimestre,Provincia,Numero_denuncias
2013,Primero,Castellón/Castelló,386
2013,Primero,Valencia/València,2088
2013,Primero,Badajoz,305
2013,Primero,Cáceres,141
2013,Primero,A Coruña,428
2013,Primero,Lugo,112
2013,Primero,Ourense,119
2013,Primero,Pontevedra,583
2013,Primero,Madrid,4722
2013,Primero,Murcia,1142
2013,Primero,Navarra,281
2013,Primero,Araba/Álava,173
2013,Primero,Gipuzkoa,204
2013,Primero,Bizkaia,522
2013,Primero,La Rioja,152
2013,Primero,Ceuta,80
2013,Primero,Melilla,77
2013,Segundo,Almería,622
2013,Segundo,Cádiz,972
2013,Segundo,Córdoba,429
2013,Segundo,Granada,883
2013,Segundo,Huelva,435
2013,Segundo,Jaén,361
2013,Segundo,Málaga,1563
2013,Segundo,Sevilla,1631
2013,Segundo,Huesca,72
2013,Segundo,Teruel,34
2013,Segundo,Zaragoza,650
2013,Segundo,Asturias,633
2013,Segundo,Illes Balears,1040
2013,Segundo,Las Palmas,941
2013,Segundo,Santa Cruz de Tenerife,857
2013,Segundo,Cantabria,264
2013,Segundo,Ávila,71
2013,Segundo,Burgos,144
2013,Segundo,León,207
2013,Segundo,Palencia,75
2013,Segundo,Salamanca,32
2013,Segundo,Segovia,37
2013,Segundo,Soria,28
2013,Segundo,Valladolid,256
2013,Segundo,Zamora,53
2013,Segundo,Albacete,195
2013,Segundo,Ciudad Real,267
2013,Segundo,Cuenca,117
2013,Segundo,Guadalajara,227
2013,Segundo,Toledo,340
2013,Segundo,Barcelona,3056
2013,Segundo,Girona,489
2013,Segundo,Lleida,217
2013,Segundo,Tarragona,540
2013,Segundo,Alicante/Alacant,1623
2013,Segundo,Castellón/Castelló,423
2013,Segundo,Valencia/València,2267
2013,Segundo,Badajoz,310
2013,Segundo,Cáceres,173
2013,Segundo,A Coruña,457
2013,Segundo,Lugo,138
2013,Segundo,Ourense,113
2013,Segundo,Pontevedra,602
2013,Segundo,Madrid,4964
2013,Segundo,Murcia,1063
2013,Segundo,Navarra,308
2013,Segundo,Araba/Álava,189
2013,Segundo,Gipuzkoa,266
2013,Segundo,Bizkaia,549
2013,Segundo,La Rioja,149
2013,Segundo,Ceuta,84
2013,Segundo,Melilla,78
2013,Tercero,Almería,541
2013,Tercero,Cádiz,969
2013,Tercero,Córdoba,448
2013,Tercero,Granada,854
2013,Tercero,Huelva,490
2013,Tercero,Jaén,369
2013,Tercero,Málaga,1914
2013,Tercero,Sevilla,1636
2013,Tercero,Huesca,90
2013,Tercero,Teruel,30
2013,Tercero,Zaragoza,689
2013,Tercero,Asturias,614
2013,Tercero,Illes Balears,1319
2013,Tercero,Las Palmas,1025
2013,Tercero,Santa Cruz de Tenerife,750
2013,Tercero,Cantabria,310
2013,Tercero,Ávila,50
2013,Tercero,Burgos,151
2013,Tercero,León,234
2013,Tercero,Palencia,88
2013,Tercero,Salamanca,108
2013,Tercero,Segovia,77
2013,Tercero,Soria,30
2013,Tercero,Valladolid,365
2013,Tercero,Zamora,63
2013,Tercero,Albacete,221
2013,Tercero,Ciudad Real,293
2013,Tercero,Cuenca,114
2013,Tercero,Guadalajara,172
2013,Tercero,Toledo,382
2013,Tercero,Barcelona,3140
2013,Tercero,Girona,465
2013,Tercero,Lleida,235
2013,Tercero,Tarragona,614
2013,Tercero,Alicante/Alacant,1719
2013,Tercero,Castellón/Castelló,421
2013,Tercero,Valencia/València,2379
2013,Tercero,Badajoz,367
2013,Tercero,Cáceres,184
2013,Tercero,A Coruña,485
2013,Tercero,Lugo,135
2013,Tercero,Ourense,136
2013,Tercero,Pontevedra,623
2013,Tercero,Madrid,4988
2013,Tercero,Murcia,1146
2013,Tercero,Navarra,311
2013,Tercero,Araba/Álava,208
2013,Tercero,Gipuzkoa,276
2013,Tercero,Bizkaia,568
2013,Tercero,La Rioja,135
2013,Tercero,Ceuta,47
2013,Tercero,Melilla,72
2013,Cuarto,Almería,534
2013,Cuarto,Cádiz,896
2013,Cuarto,Córdoba,329
2013,Cuarto,Granada,743
2013,Cuarto,Huelva,411
2013,Cuarto,Jaén,367
2013,Cuarto,Málaga,1359
2013,Cuarto,Sevilla,1614
2013,Cuarto,Huesca,71
2013,Cuarto,Teruel,36
2013,Cuarto,Zaragoza,725
2013,Cuarto,Asturias,550
2013,Cuarto,Illes Balears,1102
2013,Cuarto,Las Palmas,1048
2013,Cuarto,Santa Cruz de Tenerife,763
2013,Cuarto,Cantabria,278
2013,Cuarto,Ávila,57
2013,Cuarto,Burgos,127
2013,Cuarto,León,214
2013,Cuarto,Palencia,96
2013,Cuarto,Salamanca,66
2013,Cuarto,Segovia,51
2013,Cuarto,Soria,23
2013,Cuarto,Valladolid,442
2013,Cuarto,Zamora,54
2013,Cuarto,Albacete,226
2013,Cuarto,Ciudad Real,270
2013,Cuarto,Cuenca,100
2013,Cuarto,Guadalajara,144
2013,Cuarto,Toledo,290
2013,Cuarto,Barcelona,3032
2013,Cuarto,Girona,495
2013,Cuarto,Lleida,229
2013,Cuarto,Tarragona,590
2013,Cuarto,Alicante/Alacant,1535
2013,Cuarto,Castellón/Castelló,420
2013,Cuarto,Valencia/València,2186
2013,Cuarto,Badajoz,305
2013,Cuarto,Cáceres,149
2013,Cuarto,A Coruña,402
2013,Cuarto,Lugo,147
2013,Cuarto,Ourense,126
2013,Cuarto,Pontevedra,568
2013,Cuarto,Madrid,4832
2013,Cuarto,Murcia,1305
2013,Cuarto,Navarra,319
2013,Cuarto,Araba/Álava,181
2013,Cuarto,Gipuzkoa,218
2013,Cuarto,Bizkaia,583
2013,Cuarto,La Rioja,112
2013,Cuarto,Ceuta,58
2013,Cuarto,Melilla,84
2014,Primero,Almería,502
2014,Primero,Cádiz,864
2014,Primero,Córdoba,390
2014,Primero,Granada,880
2014,Primero,Huelva,394
2014,Primero,Jaén,433
2014,Primero,Málaga,1364
2014,Primero,Sevilla,1568
2014,Primero,Huesca,85
2014,Primero,Teruel,38
2014,Primero,Zaragoza,695
2014,Primero,Asturias,674
2014,Primero,Illes Balears,1008
2014,Primero,Las Palmas,932
2014,Primero,Santa Cruz de Tenerife,745
2014,Primero,Cantabria,268
2014,Primero,Ávila,69
2014,Primero,Burgos,151
2014,Primero,León,234
2014,Primero,Palencia,76
2014,Primero,Salamanca,83
2014,Primero,Segovia,47
2014,Primero,Soria,33
2014,Primero,Valladolid,508
2014,Primero,Zamora,75
2014,Primero,Albacete,200
2014,Primero,Ciudad Real,294
2014,Primero,Cuenca,98
2014,Primero,Guadalajara,85
2014,Primero,Toledo,304
2014,Primero,Barcelona,2894
2014,Primero,Girona,423
2014,Primero,Lleida,216
2014,Primero,Tarragona,569
2014,Primero,Alicante/Alacant,1548
2014,Primero,Castellón/Castelló,329
2014,Primero,Valencia/València,2255
2014,Primero,Badajoz,312
2014,Primero,Cáceres,152
2014,Primero,A Coruña,454
2014,Primero,Lugo,140
2014,Primero,Ourense,109
2014,Primero,Pontevedra,502
2014,Primero,Madrid,4730
2014,Primero,Murcia,1060
2014,Primero,Navarra,368
2014,Primero,Araba/Álava,155
2014,Primero,Gipuzkoa,243
2014,Primero,Bizkaia,575
2014,Primero,La Rioja,138
2014,Primero,Ceuta,57
2014,Primero,Melilla,85
2014,Segundo,Almería,552
2014,Segundo,Cádiz,1017
2014,Segundo,Córdoba,383
2014,Segundo,Granada,857
2014,Segundo,Huelva,391
2014,Segundo,Jaén,441
2014,Segundo,Málaga,1386
2014,Segundo,Sevilla,1640
2014,Segundo,Huesca,65
2014,Segundo,Teruel,35
2014,Segundo,Zaragoza,713
2014,Segundo,Asturias,634
2014,Segundo,Illes Balears,1212
2014,Segundo,Las Palmas,922
2014,Segundo,Santa Cruz de Tenerife,755
2014,Segundo,Cantabria,336
2014,Segundo,Ávila,57
2014,Segundo,Burgos,178
2014,Segundo,León,219
2014,Segundo,Palencia,39
2014,Segundo,Salamanca,99
2014,Segundo,Segovia,80
2014,Segundo,Soria,36
2014,Segundo,Valladolid,471
2014,Segundo,Zamora,71
2014,Segundo,Albacete,206
2014,Segundo,Ciudad Real,218
2014,Segundo,Cuenca,83
2014,Segundo,Guadalajara,146
2014,Segundo,Toledo,306
2014,Segundo,Barcelona,3117
2014,Segundo,Girona,439
2014,Segundo,Lleida,201
2014,Segundo,Tarragona,589
2014,Segundo,Alicante/Alacant,1656
2014,Segundo,Castellón/Castelló,419
2014,Segundo,Valencia/València,2128
2014,Segundo,Badajoz,299
2014,Segundo,Cáceres,181
2014,Segundo,A Coruña,463
2014,Segundo,Lugo,165
2014,Segundo,Ourense,140
2014,Segundo,Pontevedra,596
2014,Segundo,Madrid,4739
2014,Segundo,Murcia,1322
2014,Segundo,Navarra,311
2014,Segundo,Araba/Álava,163
2014,Segundo,Gipuzkoa,290
2014,Segundo,Bizkaia,591
2014,Segundo,La Rioja,173
2014,Segundo,Ceuta,89
2014,Segundo,Melilla,80
2014,Tercero,Almería,521
2014,Tercero,Cádiz,951
2014,Tercero,Córdoba,475
2014,Tercero,Granada,885
2014,Tercero,Huelva,431
2014,Tercero,Jaén,398
2014,Tercero,Málaga,1674
2014,Tercero,Sevilla,1832
2014,Tercero,Huesca,91
2014,Tercero,Teruel,40
2014,Tercero,Zaragoza,718
2014,Tercero,Asturias,568
2014,Tercero,Illes Balears,1350
2014,Tercero,Las Palmas,1069
2014,Tercero,Santa Cruz de Tenerife,797
2014,Tercero,Cantabria,347
2014,Tercero,Ávila,76
2014,Tercero,Burgos,167
2014,Tercero,León,205
2014,Tercero,Palencia,29
2014,Tercero,Salamanca,82
2014,Tercero,Segovia,46
2014,Tercero,Soria,35
2014,Tercero,Valladolid,563
2014,Tercero,Zamora,90
2014,Tercero,Albacete,213
2014,Tercero,Ciudad Real,341
2014,Tercero,Cuenca,69
2014,Tercero,Guadalajara,150
2014,Tercero,Toledo,376
2014,Tercero,Barcelona,3183
2014,Tercero,Girona,505
2014,Tercero,Lleida,258
2014,Tercero,Tarragona,640
2014,Tercero,Alicante/Alacant,1685
2014,Tercero,Castellón/Castelló,410
2014,Tercero,Valencia/València,2285
2014,Tercero,Badajoz,344
2014,Tercero,Cáceres,153
2014,Tercero,A Coruña,504
2014,Tercero,Lugo,113
2014,Tercero,Ourense,125
2014,Tercero,Pontevedra,582
2014,Tercero,Madrid,4933
2014,Tercero,Murcia,1259
2014,Tercero,Navarra,371
2014,Tercero,Araba/Álava,186
2014,Tercero,Gipuzkoa,310
2014,Tercero,Bizkaia,536
2014,Tercero,La Rioja,106
2014,Tercero,Ceuta,60
2014,Tercero,Melilla,64
2014,Cuarto,Almería,509
2014,Cuarto,Cádiz,974
2014,Cuarto,Córdoba,405
2014,Cuarto,Granada,825
2014,Cuarto,Huelva,384
2014,Cuarto,Jaén,433
2014,Cuarto,Málaga,1499
2014,Cuarto,Sevilla,1652
2014,Cuarto,Huesca,52
2014,Cuarto,Teruel,44
2014,Cuarto,Zaragoza,665
2014,Cuarto,Asturias,610
2014,Cuarto,Illes Balears,1117
2014,Cuarto,Las Palmas,922
2014,Cuarto,Santa Cruz de Tenerife,794
2014,Cuarto,Cantabria,279
2014,Cuarto,Ávila,72
2014,Cuarto,Burgos,184
2014,Cuarto,León,262
2014,Cuarto,Palencia,37
2014,Cuarto,Salamanca,78
2014,Cuarto,Segovia,43
2014,Cuarto,Soria,38
2014,Cuarto,Valladolid,520
2014,Cuarto,Zamora,79
2014,Cuarto,Albacete,189
2014,Cuarto,Ciudad Real,296
2014,Cuarto,Cuenca,111
2014,Cuarto,Guadalajara,179
2014,Cuarto,Toledo,419
2014,Cuarto,Barcelona,3189
2014,Cuarto,Girona,427
2014,Cuarto,Lleida,222
2014,Cuarto,Tarragona,470
2014,Cuarto,Alicante/Alacant,1466
2014,Cuarto,Castellón/Castelló,353
2014,Cuarto,Valencia/València,2101
2014,Cuarto,Badajoz,347
2014,Cuarto,Cáceres,145
2014,Cuarto,A Coruña,507
2014,Cuarto,Lugo,127
2014,Cuarto,Ourense,132
2014,Cuarto,Pontevedra,550
2014,Cuarto,Madrid,4868
2014,Cuarto,Murcia,1398
2014,Cuarto,Navarra,278
2014,Cuarto,Araba/Álava,159
2014,Cuarto,Gipuzkoa,241
2014,Cuarto,Bizkaia,541
2014,Cuarto,La Rioja,132
2014,Cuarto,Ceuta,33
2014,Cuarto,Melilla,74
2015,Primero,Almería,540
2015,Primero,Cádiz,972
2015,Primero,Córdoba,368
2015,Primero,Granada,773
2015,Primero,Huelva,373
2015,Primero,Jaén,368
2015,Primero,Málaga,1521
2015,Primero,Sevilla,1888
2015,Primero,Huesca,87
2015,Primero,Teruel,32
2015,Primero,Zaragoza,649
2015,Primero,Asturias,565
2015,Primero,Illes Balears,1106
2015,Primero,Las Palmas,891
2015,Primero,Santa Cruz de Tenerife,779
2015,Primero,Cantabria,252
2015,Primero,Ávila,56
2015,Primero,Burgos,147
2015,Primero,León,214
2015,Primero,Palencia,40
2015,Primero,Salamanca,80
2015,Primero,Segovia,47
2015,Primero,Soria,34
2015,Primero,Valladolid,327
2015,Primero,Zamora,75
2015,Primero,Albacete,201
2015,Primero,Ciudad Real,240
2015,Primero,Cuenca,109
2015,Primero,Guadalajara,174
2015,Primero,Toledo,346
2015,Primero,Barcelona,3100
2015,Primero,Girona,417
2015,Primero,Lleida,189
2015,Primero,Tarragona,505
2015,Primero,Alicante/Alacant,1579
2015,Primero,Castellón/Castelló,357
2015,Primero,Valencia/València,2060
2015,Primero,Badajoz,418
2015,Primero,Cáceres,155
2015,Primero,A Coruña,549
2015,Primero,Lugo,116
2015,Primero,Ourense,112
2015,Primero,Pontevedra,518
2015,Primero,Madrid,4284
2015,Primero,Murcia,1098
2015,Primero,Navarra,339
2015,Primero,Araba/Álava,191
2015,Primero,Gipuzkoa,275
2015,Primero,Bizkaia,572
2015,Primero,La Rioja,131
2015,Primero,Ceuta,27
2015,Primero,Melilla,47
2015,Segundo,Almería,516
2015,Segundo,Cádiz,908
2015,Segundo,Córdoba,421
2015,Segundo,Granada,895
2015,Segundo,Huelva,418
2015,Segundo,Jaén,328
2015,Segundo,Málaga,1548
2015,Segundo,Sevilla,1624
2015,Segundo,Huesca,60
2015,Segundo,Teruel,43
2015,Segundo,Zaragoza,724
2015,Segundo,Asturias,572
2015,Segundo,Illes Balears,1168
2015,Segundo,Las Palmas,1018
2015,Segundo,Santa Cruz de Tenerife,833
2015,Segundo,Cantabria,321
2015,Segundo,Ávila,69
2015,Segundo,Burgos,146
2015,Segundo,León,246
2015,Segundo,Palencia,52
2015,Segundo,Salamanca,71
2015,Segundo,Segovia,64
2015,Segundo,Soria,24
2015,Segundo,Valladolid,478
2015,Segundo,Zamora,60
2015,Segundo,Albacete,195
2015,Segundo,Ciudad Real,237
2015,Segundo,Cuenca,113
2015,Segundo,Guadalajara,195
2015,Segundo,Toledo,373
2015,Segundo,Barcelona,3291
2015,Segundo,Girona,482
2015,Segundo,Lleida,199
2015,Segundo,Tarragona,576
2015,Segundo,Alicante/Alacant,1581
2015,Segundo,Castellón/Castelló,390
2015,Segundo,Valencia/València,2335
2015,Segundo,Badajoz,425
2015,Segundo,Cáceres,159
2015,Segundo,A Coruña,429
2015,Segundo,Lugo,160
2015,Segundo,Ourense,137
2015,Segundo,Pontevedra,586
2015,Segundo,Madrid,4749
2015,Segundo,Murcia,1222
2015,Segundo,Navarra,274
2015,Segundo,Araba/Álava,179
2015,Segundo,Gipuzkoa,295
2015,Segundo,Bizkaia,574
2015,Segundo,La Rioja,138
2015,Segundo,Ceuta,45
2015,Segundo,Melilla,77
2015,Tercero,Almería,713
2015,Tercero,Cádiz,986
2015,Tercero,Córdoba,396
2015,Tercero,Granada,914
2015,Tercero,Huelva,413
2015,Tercero,Jaén,421
2015,Tercero,Málaga,1514
2015,Tercero,Sevilla,1860
2015,Tercero,Huesca,76
2015,Tercero,Teruel,37
2015,Tercero,Zaragoza,391
2015,Tercero,Asturias,599
2015,Tercero,Illes Balears,1377
2015,Tercero,Las Palmas,1042
2015,Tercero,Santa Cruz de Tenerife,1048
2015,Tercero,Cantabria,334
2015,Tercero,Ávila,84
2015,Tercero,Burgos,168
2015,Tercero,León,281
2015,Tercero,Palencia,48
2015,Tercero,Salamanca,65
2015,Tercero,Segovia,63
2015,Tercero,Soria,25
2015,Tercero,Valladolid,474
2015,Tercero,Zamora,102
2015,Tercero,Albacete,205
2015,Tercero,Ciudad Real,351
2015,Tercero,Cuenca,130
2015,Tercero,Guadalajara,169
2015,Tercero,Toledo,444
2015,Tercero,Barcelona,3618
2015,Tercero,Girona,549
2015,Tercero,Lleida,256
2015,Tercero,Tarragona,559
2015,Tercero,Alicante/Alacant,1769
2015,Tercero,Castellón/Castelló,411
2015,Tercero,Valencia/València,2214
2015,Tercero,Badajoz,382
2015,Tercero,Cáceres,267
2015,Tercero,A Coruña,495
2015,Tercero,Lugo,137
2015,Tercero,Ourense,139
2015,Tercero,Pontevedra,578
2015,Tercero,Madrid,4709
2015,Tercero,Murcia,1310
2015,Tercero,Navarra,299
2015,Tercero,Araba/Álava,234
2015,Tercero,Gipuzkoa,267
2015,Tercero,Bizkaia,519
2015,Tercero,La Rioja,158
2015,Tercero,Ceuta,37
2015,Tercero,Melilla,68
2015,Cuarto,Almería,537
2015,Cuarto,Cádiz,900
2015,Cuarto,Córdoba,453
2015,Cuarto,Granada,904
2015,Cuarto,Huelva,412
2015,Cuarto,Jaén,365
2015,Cuarto,Málaga,1594
2015,Cuarto,Sevilla,1739
2015,Cuarto,Huesca,80
2015,Cuarto,Teruel,31
2015,Cuarto,Zaragoza,425
2015,Cuarto,Asturias,623
2015,Cuarto,Illes Balears,1007
2015,Cuarto,Las Palmas,1043
2015,Cuarto,Santa Cruz de Tenerife,1104
2015,Cuarto,Cantabria,420
2015,Cuarto,Ávila,74
2015,Cuarto,Burgos,160
2015,Cuarto,León,243
2015,Cuarto,Palencia,64
2015,Cuarto,Salamanca,68
2015,Cuarto,Segovia,50
2015,Cuarto,Soria,35
2015,Cuarto,Valladolid,310
2015,Cuarto,Zamora,100
2015,Cuarto,Albacete,196
2015,Cuarto,Ciudad Real,366
2015,Cuarto,Cuenca,85
2015,Cuarto,Guadalajara,131
2015,Cuarto,Toledo,374
2015,Cuarto,Barcelona,3448
2015,Cuarto,Girona,535
2015,Cuarto,Lleida,260
2015,Cuarto,Tarragona,530
2015,Cuarto,Alicante/Alacant,1831
2015,Cuarto,Castellón/Castelló,367
2015,Cuarto,Valencia/València,2500
2015,Cuarto,Badajoz,380
2015,Cuarto,Cáceres,250
2015,Cuarto,A Coruña,452
2015,Cuarto,Lugo,122
2015,Cuarto,Ourense,117
2015,Cuarto,Pontevedra,563
2015,Cuarto,Madrid,4785
2015,Cuarto,Murcia,1404
2015,Cuarto,Navarra,279
2015,Cuarto,Araba/Álava,222
2015,Cuarto,Gipuzkoa,303
2015,Cuarto,Bizkaia,601
2015,Cuarto,La Rioja,189
2015,Cuarto,Ceuta,42
2015,Cuarto,Melilla,99
2016,Primero,Almería,663
2016,Primero,Cádiz,956
2016,Primero,Córdoba,356
2016,Primero,Granada,975
2016,Primero,Huelva,440
2016,Primero,Jaén,374
2016,Primero,Málaga,1580
2016,Primero,Sevilla,1683
2016,Primero,Huesca,65
2016,Primero,Teruel,41
2016,Primero,Zaragoza,508
2016,Primero,Asturias,645
2016,Primero,Illes Balears,1105
2016,Primero,Las Palmas,1228
2016,Primero,Santa Cruz de Tenerife,1195
2016,Primero,Cantabria,325
2016,Primero,Ávila,60
2016,Primero,Burgos,170
2016,Primero,León,206
2016,Primero,Palencia,65
2016,Primero,Salamanca,75
2016,Primero,Segovia,42
2016,Primero,Soria,25
2016,Primero,Valladolid,318
2016,Primero,Zamora,81
2016,Primero,Albacete,177
2016,Primero,Ciudad Real,411
2016,Primero,Cuenca,87
2016,Primero,Guadalajara,199
2016,Primero,Toledo,276
2016,Primero,Barcelona,3463
2016,Primero,Girona,520
2016,Primero,Lleida,292
2016,Primero,Tarragona,448
2016,Primero,Alicante/Alacant,1538
2016,Primero,Castellón/Castelló,385
2016,Primero,Valencia/València,2424
2016,Primero,Badajoz,360
2016,Primero,Cáceres,252
2016,Primero,A Coruña,546
2016,Primero,Lugo,135
2016,Primero,Ourense,144
2016,Primero,Pontevedra,530
2016,Primero,Madrid,5150
2016,Primero,Murcia,1522
2016,Primero,Navarra,364
2016,Primero,Araba/Álava,221
2016,Primero,Gipuzkoa,297
2016,Primero,Bizkaia,715
2016,Primero,La Rioja,166
2016,Primero,Ceuta,47
2016,Primero,Melilla,67
2016,Segundo,Almería,706
2016,Segundo,Cádiz,918
2016,Segundo,Córdoba,431
2016,Segundo,Granada,1007
2016,Segundo,Huelva,516
2016,Segundo,Jaén,417
2016,Segundo,Málaga,1483
2016,Segundo,Sevilla,1976
2016,Segundo,Huesca,75
2016,Segundo,Teruel,42
2016,Segundo,Zaragoza,702
2016,Segundo,Asturias,674
2016,Segundo,Illes Balears,1209
2016,Segundo,Las Palmas,1196
2016,Segundo,Santa Cruz de Tenerife,1226
2016,Segundo,Cantabria,395
2016,Segundo,Ávila,62
2016,Segundo,Burgos,169
2016,Segundo,León,254
2016,Segundo,Palencia,56
2016,Segundo,Salamanca,68
2016,Segundo,Segovia,55
2016,Segundo,Soria,26
2016,Segundo,Valladolid,358
2016,Segundo,Zamora,89
2016,Segundo,Albacete,211
2016,Segundo,Ciudad Real,423
2016,Segundo,Cuenca,119
2016,Segundo,Guadalajara,172
2016,Segundo,Toledo,262
2016,Segundo,Barcelona,3627
2016,Segundo,Girona,509
2016,Segundo,Lleida,249
2016,Segundo,Tarragona,494
2016,Segundo,Alicante/Alacant,1997
2016,Segundo,Castellón/Castelló,428
2016,Segundo,Valencia/València,2599
2016,Segundo,Badajoz,453
2016,Segundo,Cáceres,210
2016,Segundo,A Coruña,498
2016,Segundo,Lugo,196
2016,Segundo,Ourense,124
2016,Segundo,Pontevedra,571
2016,Segundo,Madrid,5537
2016,Segundo,Murcia,1610
2016,Segundo,Navarra,339
2016,Segundo,Araba/Álava,255
2016,Segundo,Gipuzkoa,324
2016,Segundo,Bizkaia,674
2016,Segundo,La Rioja,178
2016,Segundo,Ceuta,50
2016,Segundo,Melilla,100
2016,Tercero,Almería,661
2016,Tercero,Cádiz,1015
2016,Tercero,Córdoba,358
2016,Tercero,Granada,991
2016,Tercero,Huelva,500
2016,Tercero,Jaén,475
2016,Tercero,Málaga,1914
2016,Tercero,Sevilla,1889
2016,Tercero,Huesca,89
2016,Tercero,Teruel,65
2016,Tercero,Zaragoza,746
2016,Tercero,Asturias,788
2016,Tercero,Illes Balears,1669
2016,Tercero,Las Palmas,1243
2016,Tercero,Santa Cruz de Tenerife,1290
2016,Tercero,Cantabria,425
2016,Tercero,Ávila,47
2016,Tercero,Burgos,221
2016,Tercero,León,308
2016,Tercero,Palencia,74
2016,Tercero,Salamanca,97
2016,Tercero,Segovia,69
2016,Tercero,Soria,16
2016,Tercero,Valladolid,365
2016,Tercero,Zamora,70
2016,Tercero,Albacete,228
2016,Tercero,Ciudad Real,446
2016,Tercero,Cuenca,102
2016,Tercero,Guadalajara,187
2016,Tercero,Toledo,377
2016,Tercero,Barcelona,3854
2016,Tercero,Girona,559
2016,Tercero,Lleida,274
2016,Tercero,Tarragona,574
2016,Tercero,Alicante/Alacant,2094
2016,Tercero,Castellón/Castelló,420
2016,Tercero,Valencia/València,2636
2016,Tercero,Badajoz,513
2016,Tercero,Cáceres,192
2016,Tercero,A Coruña,545
2016,Tercero,Lugo,190
2016,Tercero,Ourense,138
2016,Tercero,Pontevedra,558
2016,Tercero,Madrid,5645
2016,Tercero,Murcia,1550
2016,Tercero,Navarra,414
2016,Tercero,Araba/Álava,222
2016,Tercero,Gipuzkoa,361
2016,Tercero,Bizkaia,567
2016,Tercero,La Rioja,180
2016,Tercero,Ceuta,46
2016,Tercero,Melilla,145
2016,Cuarto,Almería,645
2016,Cuarto,Cádiz,852
2016,Cuarto,Córdoba,366
2016,Cuarto,Granada,910
2016,Cuarto,Huelva,476
2016,Cuarto,Jaén,432
2016,Cuarto,Málaga,1745
2016,Cuarto,Sevilla,1702
2016,Cuarto,Huesca,58
2016,Cuarto,Teruel,43
2016,Cuarto,Zaragoza,728
2016,Cuarto,Asturias,640
2016,Cuarto,Illes Balears,1285
2016,Cuarto,Las Palmas,1136
2016,Cuarto,Santa Cruz de Tenerife,890
2016,Cuarto,Cantabria,362
2016,Cuarto,Ávila,72
2016,Cuarto,Burgos,203
2016,Cuarto,León,242
2016,Cuarto,Palencia,61
2016,Cuarto,Salamanca,73
2016,Cuarto,Segovia,93
2016,Cuarto,Soria,41
2016,Cuarto,Valladolid,333
2016,Cuarto,Zamora,69
2016,Cuarto,Albacete,201
2016,Cuarto,Ciudad Real,379
2016,Cuarto,Cuenca,61
2016,Cuarto,Guadalajara,109
2016,Cuarto,Toledo,304
2016,Cuarto,Barcelona,3438
2016,Cuarto,Girona,461
2016,Cuarto,Lleida,233
2016,Cuarto,Tarragona,551
2016,Cuarto,Alicante/Alacant,1867
2016,Cuarto,Castellón/Castelló,399
2016,Cuarto,Valencia/València,2644
2016,Cuarto,Badajoz,429
2016,Cuarto,Cáceres,224
2016,Cuarto,A Coruña,604
2016,Cuarto,Lugo,170
2016,Cuarto,Ourense,183
2016,Cuarto,Pontevedra,551
2016,Cuarto,Madrid,5203
2016,Cuarto,Murcia,1620
2016,Cuarto,Navarra,385
2016,Cuarto,Araba/Álava,186
2016,Cuarto,Gipuzkoa,325
2016,Cuarto,Bizkaia,617
2016,Cuarto,La Rioja,166
2016,Cuarto,Ceuta,31
2016,Cuarto,Melilla,99
2017,Primero,Almería,705
2017,Primero,Cádiz,1009
2017,Primero,Córdoba,412
2017,Primero,Granada,975
2017,Primero,Huelva,557
2017,Primero,Jaén,444
2017,Primero,Málaga,2087
2017,Primero,Sevilla,2352
2017,Primero,Huesca,73
2017,Primero,Teruel,58
2017,Primero,Zaragoza,800
2017,Primero,Asturias,723
2017,Primero,Illes Balears,1200
2017,Primero,Las Palmas,1214
2017,Primero,Santa Cruz de Tenerife,955
2017,Primero,Cantabria,433
2017,Primero,Ávila,90
2017,Primero,Burgos,177
2017,Primero,León,258
2017,Primero,Palencia,106
2017,Primero,Salamanca,189
2017,Primero,Segovia,100
2017,Primero,Soria,26
2017,Primero,Valladolid,282
2017,Primero,Zamora,87
2017,Primero,Albacete,190
2017,Primero,Ciudad Real,366
2017,Primero,Cuenca,108
2017,Primero,Guadalajara,115
2017,Primero,Toledo,453
2017,Primero,Barcelona,3954
2017,Primero,Girona,534
2017,Primero,Lleida,318
2017,Primero,Tarragona,911
2017,Primero,Alicante/Alacant,2195
2017,Primero,Castellón/Castelló,456
2017,Primero,Valencia/València,2850
2017,Primero,Badajoz,430
2017,Primero,Cáceres,234
2017,Primero,A Coruña,648
2017,Primero,Lugo,152
2017,Primero,Ourense,156
2017,Primero,Pontevedra,618
2017,Primero,Madrid,6467
2017,Primero,Murcia,1744
2017,Primero,Navarra,450
2017,Primero,Araba/Álava,248
2017,Primero,Gipuzkoa,359
2017,Primero,Bizkaia,726
2017,Primero,La Rioja,160
2017,Primero,Ceuta,186
2017,Primero,Melilla,169
2017,Segundo,Almería,952
2017,Segundo,Cádiz,1093
2017,Segundo,Córdoba,448
2017,Segundo,Granada,1085
2017,Segundo,Huelva,626
2017,Segundo,Jaén,505
2017,Segundo,Málaga,2003
2017,Segundo,Sevilla,2361
2017,Segundo,Huesca,135
2017,Segundo,Teruel,57
2017,Segundo,Zaragoza,778
2017,Segundo,Asturias,666
2017,Segundo,Illes Balears,1390
2017,Segundo,Las Palmas,1173
2017,Segundo,Santa Cruz de Tenerife,965
2017,Segundo,Cantabria,469
2017,Segundo,Ávila,75
