"Año","Trimestre","Mes","Provincia","Número de llamadas pertinentes"
"Año 2015","Tercero","Julio","Ávila","13.0"
"Año 2015","Tercero","Julio","Burgos","48.0"
"Año 2015","Tercero","Julio","León","51.0"
"Año 2015","Tercero","Julio","Palencia","10.0"
"Año 2015","Tercero","Julio","Salamanca","29.0"
"Año 2015","Tercero","Julio","Segovia","8.0"
"Año 2015","Tercero","Julio","Soria","4.0"
"Año 2015","Tercero","Julio","Valladolid","109.0"
"Año 2015","Tercero","Julio","Zamora","19.0"
"Año 2015","Tercero","Julio","Albacete","43.0"
"Año 2015","Tercero","Julio","Ciudad Real","77.0"
"Año 2015","Tercero","Julio","Cuenca","16.0"
"Año 2015","Tercero","Julio","Guadalajara","30.0"
"Año 2015","Tercero","Julio","Toledo","127.0"
"Año 2015","Tercero","Julio","Barcelona","626.0"
"Año 2015","Tercero","Julio","Girona","63.0"
"Año 2015","Tercero","Julio","Lleida","15.0"
"Año 2015","Tercero","Julio","Tarragona","72.0"
"Año 2015","Tercero","Julio","Alicante/Alacant","326.0"
"Año 2015","Tercero","Julio","Castellón/Castelló","69.0"
"Año 2015","Tercero","Julio","Valencia/València","387.0"
"Año 2015","Tercero","Julio","Badajoz","70.0"
"Año 2015","Tercero","Julio","Cáceres","62.0"
"Año 2015","Tercero","Julio","A Coruña","82.0"
"Año 2015","Tercero","Julio","Lugo","37.0"
"Año 2015","Tercero","Julio","Ourense","28.0"
"Año 2015","Tercero","Julio","Pontevedra","135.0"
"Año 2015","Tercero","Julio","Madrid","1391.0"
"Año 2015","Tercero","Julio","Murcia","175.0"
"Año 2015","Tercero","Julio","Navarra","76.0"
"Año 2015","Tercero","Julio","Araba/Álava","26.0"
"Año 2015","Tercero","Julio","Bizkaia","90.0"
"Año 2015","Tercero","Julio","Gipuzkoa","41.0"
"Año 2015","Tercero","Julio","La Rioja","20.0"
"Año 2015","Tercero","Julio","Ceuta","11.0"
"Año 2015","Tercero","Julio","Melilla","17.0"
"Año 2015","Tercero","Julio","No consta","8.0"
"Año 2015","Tercero","Agosto","Almería","112.0"
"Año 2015","Tercero","Agosto","Cádiz","168.0"
"Año 2015","Tercero","Agosto","Córdoba","102.0"
"Año 2015","Tercero","Agosto","Granada","182.0"
"Año 2015","Tercero","Agosto","Huelva","85.0"
"Año 2015","Tercero","Agosto","Jaén","68.0"
"Año 2015","Tercero","Agosto","Málaga","337.0"
"Año 2015","Tercero","Agosto","Sevilla","350.0"
"Año 2015","Tercero","Agosto","Huesca","26.0"
"Año 2015","Tercero","Agosto","Teruel","10.0"
"Año 2015","Tercero","Agosto","Zaragoza","127.0"
"Año 2015","Tercero","Agosto","Asturias","154.0"
"Año 2015","Tercero","Agosto","Illes Balears","194.0"
"Año 2015","Tercero","Agosto","Las Palmas","276.0"
"Año 2015","Tercero","Agosto","Santa Cruz de Tenerife","196.0"
"Año 2015","Tercero","Agosto","Cantabria","95.0"
"Año 2015","Tercero","Agosto","Ávila","23.0"
"Año 2015","Tercero","Agosto","Burgos","43.0"
"Año 2015","Tercero","Agosto","León","61.0"
"Año 2015","Tercero","Agosto","Palencia","21.0"
"Año 2015","Tercero","Agosto","Salamanca","45.0"
"Año 2015","Tercero","Agosto","Segovia","21.0"
"Año 2015","Tercero","Agosto","Soria","5.0"
"Año 2015","Tercero","Agosto","Valladolid","122.0"
"Año 2015","Tercero","Agosto","Zamora","17.0"
"Año 2015","Tercero","Agosto","Albacete","54.0"
"Año 2015","Tercero","Agosto","Ciudad Real","38.0"
"Año 2015","Tercero","Agosto","Cuenca","20.0"
"Año 2015","Tercero","Agosto","Guadalajara","35.0"
"Año 2015","Tercero","Agosto","Toledo","126.0"
"Año 2015","Tercero","Agosto","Barcelona","713.0"
"Año 2015","Tercero","Agosto","Girona","70.0"
"Año 2015","Tercero","Agosto","Lleida","30.0"
"Año 2015","Tercero","Agosto","Tarragona","93.0"
"Año 2015","Tercero","Agosto","Alicante/Alacant","363.0"
"Año 2015","Tercero","Agosto","Castellón/Castelló","72.0"
"Año 2015","Tercero","Agosto","Valencia/València","442.0"
"Año 2015","Tercero","Agosto","Badajoz","99.0"
"Año 2015","Tercero","Agosto","Cáceres","54.0"
"Año 2015","Tercero","Agosto","A Coruña","119.0"
"Año 2015","Tercero","Agosto","Lugo","51.0"
"Año 2015","Tercero","Agosto","Ourense","22.0"
"Año 2015","Tercero","Agosto","Pontevedra","145.0"
"Año 2015","Tercero","Agosto","Madrid","1575.0"
"Año 2015","Tercero","Agosto","Murcia","256.0"
"Año 2015","Tercero","Agosto","Navarra","79.0"
"Año 2015","Tercero","Agosto","Araba/Álava","34.0"
"Año 2015","Tercero","Agosto","Bizkaia","123.0"
"Año 2015","Tercero","Agosto","Gipuzkoa","38.0"
"Año 2015","Tercero","Agosto","La Rioja","26.0"
"Año 2015","Tercero","Agosto","Ceuta","16.0"
"Año 2015","Tercero","Agosto","Melilla","17.0"
"Año 2015","Tercero","Septiembre","Almería","106.0"
"Año 2015","Tercero","Septiembre","Cádiz","173.0"
"Año 2015","Tercero","Septiembre","Córdoba","122.0"
"Año 2015","Tercero","Septiembre","Granada","195.0"
"Año 2015","Tercero","Septiembre","Huelva","88.0"
"Año 2015","Tercero","Septiembre","Jaén","81.0"
"Año 2015","Tercero","Septiembre","Málaga","303.0"
"Año 2015","Tercero","Septiembre","Sevilla","380.0"
"Año 2015","Tercero","Septiembre","Huesca","27.0"
"Año 2015","Tercero","Septiembre","Teruel","6.0"
"Año 2015","Tercero","Septiembre","Zaragoza","118.0"
"Año 2015","Tercero","Septiembre","Asturias","106.0"
"Año 2015","Tercero","Septiembre","Illes Balears","179.0"
"Año 2015","Tercero","Septiembre","Las Palmas","265.0"
"Año 2015","Tercero","Septiembre","Santa Cruz de Tenerife","216.0"
"Año 2015","Tercero","Septiembre","Cantabria","99.0"
"Año 2015","Tercero","Septiembre","Ávila","25.0"
"Año 2015","Tercero","Septiembre","Burgos","59.0"
"Año 2015","Tercero","Septiembre","León","72.0"
"Año 2015","Tercero","Septiembre","Palencia","17.0"
"Año 2015","Tercero","Septiembre","Salamanca","35.0"
"Año 2015","Tercero","Septiembre","Segovia","18.0"
"Año 2015","Tercero","Septiembre","Soria","4.0"
"Año 2015","Tercero","Septiembre","Valladolid","114.0"
"Año 2015","Tercero","Septiembre","Zamora","12.0"
"Año 2015","Tercero","Septiembre","Albacete","39.0"
"Año 2015","Tercero","Septiembre","Ciudad Real","37.0"
"Año 2015","Tercero","Septiembre","Cuenca","24.0"
"Año 2015","Tercero","Septiembre","Guadalajara","71.0"
"Año 2015","Tercero","Septiembre","Toledo","131.0"
"Año 2015","Tercero","Septiembre","Barcelona","744.0"
"Año 2015","Tercero","Septiembre","Girona","51.0"
"Año 2015","Tercero","Septiembre","Lleida","26.0"
"Año 2015","Tercero","Septiembre","Tarragona","88.0"
"Año 2015","Tercero","Septiembre","Alicante/Alacant","364.0"
"Año 2015","Tercero","Septiembre","Castellón/Castelló","83.0"
"Año 2015","Tercero","Septiembre","Valencia/València","504.0"
"Año 2015","Tercero","Septiembre","Badajoz","74.0"
"Año 2015","Tercero","Septiembre","Cáceres","57.0"
"Año 2015","Tercero","Septiembre","A Coruña","93.0"
"Año 2015","Tercero","Septiembre","Lugo","34.0"
"Año 2015","Tercero","Septiembre","Ourense","30.0"
"Año 2015","Tercero","Septiembre","Pontevedra","211.0"
"Año 2015","Tercero","Septiembre","Madrid","1687.0"
"Año 2015","Tercero","Septiembre","Murcia","228.0"
"Año 2015","Tercero","Septiembre","Navarra","67.0"
"Año 2015","Tercero","Septiembre","Araba/Álava","40.0"
"Año 2015","Tercero","Septiembre","Bizkaia","137.0"
"Año 2015","Tercero","Septiembre","Gipuzkoa","43.0"
"Año 2015","Tercero","Septiembre","La Rioja","46.0"
"Año 2015","Tercero","Septiembre","Ceuta","8.0"
"Año 2015","Tercero","Septiembre","Melilla","12.0"
"Año 2015","Tercero","Septiembre","No consta","1.0"
"Año 2015","Cuarto","Octubre","Almería","104.0"
"Año 2015","Cuarto","Octubre","Cádiz","212.0"
"Año 2015","Cuarto","Octubre","Córdoba","83.0"
"Año 2015","Cuarto","Octubre","Granada","183.0"
"Año 2015","Cuarto","Octubre","Huelva","90.0"
"Año 2015","Cuarto","Octubre","Jaén","90.0"
"Año 2015","Cuarto","Octubre","Málaga","353.0"
"Año 2015","Cuarto","Octubre","Sevilla","455.0"
"Año 2015","Cuarto","Octubre","Huesca","22.0"
"Año 2015","Cuarto","Octubre","Teruel","12.0"
"Año 2015","Cuarto","Octubre","Zaragoza","165.0"
"Año 2015","Cuarto","Octubre","Asturias","129.0"
"Año 2015","Cuarto","Octubre","Illes Balears","183.0"
"Año 2015","Cuarto","Octubre","Las Palmas","314.0"
"Año 2015","Cuarto","Octubre","Santa Cruz de Tenerife","267.0"
"Año 2015","Cuarto","Octubre","Cantabria","90.0"
"Año 2015","Cuarto","Octubre","Ávila","32.0"
"Año 2015","Cuarto","Octubre","Burgos","50.0"
"Año 2015","Cuarto","Octubre","León","63.0"
"Año 2015","Cuarto","Octubre","Palencia","23.0"
"Año 2015","Cuarto","Octubre","Salamanca","57.0"
"Año 2015","Cuarto","Octubre","Segovia","15.0"
"Año 2015","Cuarto","Octubre","Soria","7.0"
"Año 2015","Cuarto","Octubre","Valladolid","109.0"
"Año 2015","Cuarto","Octubre","Zamora","12.0"
"Año 2015","Cuarto","Octubre","Albacete","33.0"
"Año 2015","Cuarto","Octubre","Ciudad Real","50.0"
"Año 2015","Cuarto","Octubre","Cuenca","16.0"
"Año 2015","Cuarto","Octubre","Guadalajara","46.0"
"Año 2015","Cuarto","Octubre","Toledo","130.0"
"Año 2015","Cuarto","Octubre","Barcelona","849.0"
"Año 2015","Cuarto","Octubre","Girona","64.0"
"Año 2015","Cuarto","Octubre","Lleida","40.0"
"Año 2015","Cuarto","Octubre","Tarragona","136.0"
"Año 2015","Cuarto","Octubre","Alicante/Alacant","332.0"
"Año 2015","Cuarto","Octubre","Castellón/Castelló","98.0"
"Año 2015","Cuarto","Octubre","Valencia/València","523.0"
"Año 2015","Cuarto","Octubre","Badajoz","102.0"
"Año 2015","Cuarto","Octubre","Cáceres","68.0"
"Año 2015","Cuarto","Octubre","A Coruña","81.0"
"Año 2015","Cuarto","Octubre","Lugo","66.0"
"Año 2015","Cuarto","Octubre","Ourense","19.0"
"Año 2015","Cuarto","Octubre","Pontevedra","219.0"
"Año 2015","Cuarto","Octubre","Madrid","1784.0"
"Año 2015","Cuarto","Octubre","Murcia","234.0"
"Año 2015","Cuarto","Octubre","Navarra","92.0"
"Año 2015","Cuarto","Octubre","Araba/Álava","45.0"
"Año 2015","Cuarto","Octubre","Bizkaia","152.0"
"Año 2015","Cuarto","Octubre","Gipuzkoa","69.0"
"Año 2015","Cuarto","Octubre","La Rioja","43.0"
"Año 2015","Cuarto","Octubre","Ceuta","36.0"
"Año 2015","Cuarto","Octubre","Melilla","11.0"
"Año 2015","Cuarto","Noviembre","Almería","108.0"
"Año 2015","Cuarto","Noviembre","Cádiz","180.0"
"Año 2015","Cuarto","Noviembre","Córdoba","101.0"
"Año 2015","Cuarto","Noviembre","Granada","194.0"
"Año 2015","Cuarto","Noviembre","Huelva","86.0"
"Año 2015","Cuarto","Noviembre","Jaén","55.0"
"Año 2015","Cuarto","Noviembre","Málaga","314.0"
"Año 2015","Cuarto","Noviembre","Sevilla","418.0"
"Año 2015","Cuarto","Noviembre","Huesca","22.0"
"Año 2015","Cuarto","Noviembre","Teruel","14.0"
"Año 2015","Cuarto","Noviembre","Zaragoza","155.0"
"Año 2015","Cuarto","Noviembre","Asturias","192.0"
"Año 2015","Cuarto","Noviembre","Illes Balears","156.0"
"Año 2015","Cuarto","Noviembre","Las Palmas","253.0"
"Año 2015","Cuarto","Noviembre","Santa Cruz de Tenerife","316.0"
"Año 2015","Cuarto","Noviembre","Cantabria","85.0"
"Año 2015","Cuarto","Noviembre","Ávila","24.0"
"Año 2015","Cuarto","Noviembre","Burgos","48.0"
"Año 2015","Cuarto","Noviembre","León","76.0"
"Año 2015","Cuarto","Noviembre","Palencia","25.0"
"Año 2015","Cuarto","Noviembre","Salamanca","58.0"
"Año 2015","Cuarto","Noviembre","Segovia","18.0"
"Año 2015","Cuarto","Noviembre","Soria","5.0"
"Año 2015","Cuarto","Noviembre","Valladolid","104.0"
"Año 2015","Cuarto","Noviembre","Zamora","18.0"
"Año 2015","Cuarto","Noviembre","Albacete","25.0"
"Año 2015","Cuarto","Noviembre","Ciudad Real","44.0"
"Año 2015","Cuarto","Noviembre","Cuenca","15.0"
"Año 2015","Cuarto","Noviembre","Guadalajara","52.0"
"Año 2015","Cuarto","Noviembre","Toledo","141.0"
"Año 2015","Cuarto","Noviembre","Barcelona","713.0"
"Año 2015","Cuarto","Noviembre","Girona","67.0"
"Año 2015","Cuarto","Noviembre","Lleida","29.0"
"Año 2015","Cuarto","Noviembre","Tarragona","107.0"
"Año 2015","Cuarto","Noviembre","Alicante/Alacant","309.0"
"Año 2015","Cuarto","Noviembre","Castellón/Castelló","76.0"
"Año 2015","Cuarto","Noviembre","Valencia/València","463.0"
"Año 2015","Cuarto","Noviembre","Badajoz","86.0"
"Año 2015","Cuarto","Noviembre","Cáceres","79.0"
"Año 2015","Cuarto","Noviembre","A Coruña","91.0"
"Año 2015","Cuarto","Noviembre","Lugo","54.0"
"Año 2015","Cuarto","Noviembre","Ourense","16.0"
"Año 2015","Cuarto","Noviembre","Pontevedra","198.0"
"Año 2015","Cuarto","Noviembre","Madrid","1667.0"
"Año 2015","Cuarto","Noviembre","Murcia","221.0"
"Año 2015","Cuarto","Noviembre","Navarra","65.0"
"Año 2015","Cuarto","Noviembre","Araba/Álava","37.0"
"Año 2015","Cuarto","Noviembre","Bizkaia","160.0"
"Año 2015","Cuarto","Noviembre","Gipuzkoa","63.0"
"Año 2015","Cuarto","Noviembre","La Rioja","43.0"
"Año 2015","Cuarto","Noviembre","Ceuta","19.0"
"Año 2015","Cuarto","Noviembre","Melilla","7.0"
"Año 2015","Cuarto","Noviembre","No consta","1.0"
"Año 2015","Cuarto","Diciembre","Almería","118.0"
"Año 2015","Cuarto","Diciembre","Cádiz","223.0"
"Año 2015","Cuarto","Diciembre","Córdoba","141.0"
"Año 2015","Cuarto","Diciembre","Granada","220.0"
"Año 2015","Cuarto","Diciembre","Huelva","87.0"
"Año 2015","Cuarto","Diciembre","Jaén","73.0"
"Año 2015","Cuarto","Diciembre","Málaga","326.0"
"Año 2015","Cuarto","Diciembre","Sevilla","450.0"
"Año 2015","Cuarto","Diciembre","Huesca","19.0"
"Año 2015","Cuarto","Diciembre","Teruel","13.0"
"Año 2015","Cuarto","Diciembre","Zaragoza","119.0"
"Año 2015","Cuarto","Diciembre","Asturias","172.0"
"Año 2015","Cuarto","Diciembre","Illes Balears","132.0"
"Año 2015","Cuarto","Diciembre","Las Palmas","233.0"
"Año 2015","Cuarto","Diciembre","Santa Cruz de Tenerife","224.0"
"Año 2015","Cuarto","Diciembre","Cantabria","112.0"
"Año 2015","Cuarto","Diciembre","Ávila","25.0"
"Año 2015","Cuarto","Diciembre","Burgos","37.0"
"Año 2015","Cuarto","Diciembre","León","63.0"
"Año 2015","Cuarto","Diciembre","Palencia","20.0"
"Año 2015","Cuarto","Diciembre","Salamanca","60.0"
"Año 2015","Cuarto","Diciembre","Segovia","12.0"
"Año 2015","Cuarto","Diciembre","Soria","8.0"
"Año 2015","Cuarto","Diciembre","Valladolid","98.0"
"Año 2015","Cuarto","Diciembre","Zamora","17.0"
"Año 2015","Cuarto","Diciembre","Albacete","34.0"
"Año 2015","Cuarto","Diciembre","Ciudad Real","52.0"
"Año 2015","Cuarto","Diciembre","Cuenca","13.0"
"Año 2015","Cuarto","Diciembre","Guadalajara","45.0"
"Año 2015","Cuarto","Diciembre","Toledo","133.0"
"Año 2015","Cuarto","Diciembre","Barcelona","827.0"
"Año 2015","Cuarto","Diciembre","Girona","70.0"
"Año 2015","Cuarto","Diciembre","Lleida","29.0"
"Año 2015","Cuarto","Diciembre","Tarragona","98.0"
"Año 2015","Cuarto","Diciembre","Alicante/Alacant","322.0"
"Año 2015","Cuarto","Diciembre","Castellón/Castelló","84.0"
"Año 2015","Cuarto","Diciembre","Valencia/València","466.0"
"Año 2015","Cuarto","Diciembre","Badajoz","90.0"
"Año 2015","Cuarto","Diciembre","Cáceres","68.0"
"Año 2015","Cuarto","Diciembre","A Coruña","104.0"
"Año 2015","Cuarto","Diciembre","Lugo","59.0"
"Año 2015","Cuarto","Diciembre","Ourense","32.0"
"Año 2015","Cuarto","Diciembre","Pontevedra","190.0"
"Año 2015","Cuarto","Diciembre","Madrid","1778.0"
"Año 2015","Cuarto","Diciembre","Murcia","235.0"
"Año 2015","Cuarto","Diciembre","Navarra","82.0"
"Año 2015","Cuarto","Diciembre","Araba/Álava","41.0"
"Año 2015","Cuarto","Diciembre","Bizkaia","155.0"
"Año 2015","Cuarto","Diciembre","Gipuzkoa","46.0"
"Año 2015","Cuarto","Diciembre","La Rioja","39.0"
"Año 2015","Cuarto","Diciembre","Ceuta","28.0"
"Año 2015","Cuarto","Diciembre","Melilla","7.0"
"Año 2016","Primero","Enero","Almería","111.0"
"Año 2016","Primero","Enero","Cádiz","175.0"
"Año 2016","Primero","Enero","Córdoba","100.0"
"Año 2016","Primero","Enero","Granada","165.0"
"Año 2016","Primero","Enero","Huelva","64.0"
"Año 2016","Primero","Enero","Jaén","84.0"
"Año 2016","Primero","Enero","Málaga","281.0"
"Año 2016","Primero","Enero","Sevilla","426.0"
"Año 2016","Primero","Enero","Huesca","26.0"
"Año 2016","Primero","Enero","Teruel","6.0"
"Año 2016","Primero","Enero","Zaragoza","151.0"
"Año 2016","Primero","Enero","Asturias","160.0"
"Año 2016","Primero","Enero","Illes Balears","156.0"
"Año 2016","Primero","Enero","Las Palmas","249.0"
"Año 2016","Primero","Enero","Santa Cruz de Tenerife","246.0"
"Año 2016","Primero","Enero","Cantabria","94.0"
"Año 2016","Primero","Enero","Ávila","30.0"
"Año 2016","Primero","Enero","Burgos","41.0"
"Año 2016","Primero","Enero","León","58.0"
"Año 2016","Primero","Enero","Palencia","16.0"
"Año 2016","Primero","Enero","Salamanca","52.0"
"Año 2016","Primero","Enero","Segovia","19.0"
"Año 2016","Primero","Enero","Soria","10.0"
"Año 2016","Primero","Enero","Valladolid","89.0"
"Año 2016","Primero","Enero","Zamora","42.0"
"Año 2016","Primero","Enero","Albacete","24.0"
"Año 2016","Primero","Enero","Ciudad Real","52.0"
"Año 2016","Primero","Enero","Cuenca","13.0"
"Año 2016","Primero","Enero","Guadalajara","42.0"
"Año 2016","Primero","Enero","Toledo","119.0"
"Año 2016","Primero","Enero","Barcelona","699.0"
"Año 2016","Primero","Enero","Girona","48.0"
"Año 2016","Primero","Enero","Lleida","33.0"
"Año 2016","Primero","Enero","Tarragona","93.0"
"Año 2016","Primero","Enero","Alicante/Alacant","265.0"
"Año 2016","Primero","Enero","Castellón/Castelló","72.0"
"Año 2016","Primero","Enero","Valencia/València","498.0"
"Año 2016","Primero","Enero","Badajoz","72.0"
"Año 2016","Primero","Enero","Cáceres","48.0"
"Año 2016","Primero","Enero","A Coruña","97.0"
"Año 2016","Primero","Enero","Lugo","52.0"
"Año 2016","Primero","Enero","Ourense","42.0"
"Año 2016","Primero","Enero","Pontevedra","157.0"
"Año 2016","Primero","Enero","Madrid","1520.0"
"Año 2016","Primero","Enero","Murcia","242.0"
"Año 2016","Primero","Enero","Navarra","87.0"
"Año 2016","Primero","Enero","Araba/Álava","31.0"
"Año 2016","Primero","Enero","Bizkaia","109.0"
"Año 2016","Primero","Enero","Gipuzkoa","43.0"
"Año 2016","Primero","Enero","La Rioja","29.0"
"Año 2016","Primero","Enero","Ceuta","5.0"
"Año 2016","Primero","Enero","Melilla","11.0"
"Año 2016","Primero","Febrero","Almería","87.0"
"Año 2016","Primero","Febrero","Cádiz","140.0"
"Año 2016","Primero","Febrero","Córdoba","96.0"
"Año 2016","Primero","Febrero","Granada","155.0"
"Año 2016","Primero","Febrero","Huelva","59.0"
"Año 2016","Primero","Febrero","Jaén","72.0"
"Año 2016","Primero","Febrero","Málaga","243.0"
"Año 2016","Primero","Febrero","Sevilla","317.0"
"Año 2016","Primero","Febrero","Huesca","16.0"
"Año 2016","Primero","Febrero","Teruel","9.0"
"Año 2016","Primero","Febrero","Zaragoza","90.0"
"Año 2016","Primero","Febrero","Asturias","160.0"
"Año 2016","Primero","Febrero","Illes Balears","151.0"
"Año 2016","Primero","Febrero","Las Palmas","169.0"
"Año 2016","Primero","Febrero","Santa Cruz de Tenerife","220.0"
"Año 2016","Primero","Febrero","Cantabria","80.0"
"Año 2016","Primero","Febrero","Ávila","22.0"
"Año 2016","Primero","Febrero","Burgos","41.0"
"Año 2016","Primero","Febrero","León","69.0"
"Año 2016","Primero","Febrero","Palencia","18.0"
"Año 2016","Primero","Febrero","Salamanca","42.0"
"Año 2016","Primero","Febrero","Segovia","18.0"
"Año 2016","Primero","Febrero","Soria","9.0"
"Año 2016","Primero","Febrero","Valladolid","75.0"
"Año 2016","Primero","Febrero","Zamora","14.0"
"Año 2016","Primero","Febrero","Albacete","41.0"
"Año 2016","Primero","Febrero","Ciudad Real","57.0"
"Año 2016","Primero","Febrero","Cuenca","13.0"
"Año 2016","Primero","Febrero","Guadalajara","43.0"
"Año 2016","Primero","Febrero","Toledo","111.0"
"Año 2016","Primero","Febrero","Barcelona","680.0"
