"Año","Trimestre","Mes","Provincia","Número de llamadas pertinentes"
"Año 2014","Tercero","Septiembre","Madrid","1516.0"
"Año 2014","Tercero","Septiembre","Murcia","172.0"
"Año 2014","Tercero","Septiembre","Navarra","68.0"
"Año 2014","Tercero","Septiembre","Araba/Álava","31.0"
"Año 2014","Tercero","Septiembre","Bizkaia","115.0"
"Año 2014","Tercero","Septiembre","Gipuzkoa","32.0"
"Año 2014","Tercero","Septiembre","La Rioja","34.0"
"Año 2014","Tercero","Septiembre","Ceuta","6.0"
"Año 2014","Tercero","Septiembre","Melilla","10.0"
"Año 2014","Cuarto","Octubre","Almería","76.0"
"Año 2014","Cuarto","Octubre","Cádiz","165.0"
"Año 2014","Cuarto","Octubre","Córdoba","93.0"
"Año 2014","Cuarto","Octubre","Granada","122.0"
"Año 2014","Cuarto","Octubre","Huelva","50.0"
"Año 2014","Cuarto","Octubre","Jaén","58.0"
"Año 2014","Cuarto","Octubre","Málaga","210.0"
"Año 2014","Cuarto","Octubre","Sevilla","305.0"
"Año 2014","Cuarto","Octubre","Huesca","8.0"
"Año 2014","Cuarto","Octubre","Teruel","4.0"
"Año 2014","Cuarto","Octubre","Zaragoza","92.0"
"Año 2014","Cuarto","Octubre","Asturias","130.0"
"Año 2014","Cuarto","Octubre","Illes Balears","104.0"
"Año 2014","Cuarto","Octubre","Las Palmas","184.0"
"Año 2014","Cuarto","Octubre","Santa Cruz de Tenerife","157.0"
"Año 2014","Cuarto","Octubre","Cantabria","60.0"
"Año 2014","Cuarto","Octubre","Ávila","18.0"
"Año 2014","Cuarto","Octubre","Burgos","33.0"
"Año 2014","Cuarto","Octubre","León","32.0"
"Año 2014","Cuarto","Octubre","Palencia","24.0"
"Año 2014","Cuarto","Octubre","Salamanca","38.0"
"Año 2014","Cuarto","Octubre","Segovia","18.0"
"Año 2014","Cuarto","Octubre","Soria","5.0"
"Año 2014","Cuarto","Octubre","Valladolid","78.0"
"Año 2014","Cuarto","Octubre","Zamora","8.0"
"Año 2014","Cuarto","Octubre","Albacete","27.0"
"Año 2014","Cuarto","Octubre","Ciudad Real","37.0"
"Año 2014","Cuarto","Octubre","Cuenca","21.0"
"Año 2014","Cuarto","Octubre","Guadalajara","30.0"
"Año 2014","Cuarto","Octubre","Toledo","84.0"
"Año 2014","Cuarto","Octubre","Barcelona","513.0"
"Año 2014","Cuarto","Octubre","Girona","34.0"
"Año 2014","Cuarto","Octubre","Lleida","17.0"
"Año 2014","Cuarto","Octubre","Tarragona","52.0"
"Año 2014","Cuarto","Octubre","Alicante/Alacant","314.0"
"Año 2014","Cuarto","Octubre","Castellón/Castelló","70.0"
"Año 2014","Cuarto","Octubre","Valencia/València","417.0"
"Año 2014","Cuarto","Octubre","Badajoz","65.0"
"Año 2014","Cuarto","Octubre","Cáceres","41.0"
"Año 2014","Cuarto","Octubre","A Coruña","55.0"
"Año 2014","Cuarto","Octubre","Lugo","39.0"
"Año 2014","Cuarto","Octubre","Ourense","18.0"
"Año 2014","Cuarto","Octubre","Pontevedra","117.0"
"Año 2014","Cuarto","Octubre","Madrid","1204.0"
"Año 2014","Cuarto","Octubre","Murcia","159.0"
"Año 2014","Cuarto","Octubre","Navarra","69.0"
"Año 2014","Cuarto","Octubre","Araba/Álava","17.0"
"Año 2014","Cuarto","Octubre","Bizkaia","109.0"
"Año 2014","Cuarto","Octubre","Gipuzkoa","35.0"
"Año 2014","Cuarto","Octubre","La Rioja","36.0"
"Año 2014","Cuarto","Octubre","Ceuta","8.0"
"Año 2014","Cuarto","Octubre","Melilla","7.0"
"Año 2014","Cuarto","Octubre","No consta","2.0"
"Año 2014","Cuarto","Noviembre","Almería","77.0"
"Año 2014","Cuarto","Noviembre","Cádiz","155.0"
"Año 2014","Cuarto","Noviembre","Córdoba","80.0"
"Año 2014","Cuarto","Noviembre","Granada","103.0"
"Año 2014","Cuarto","Noviembre","Huelva","69.0"
"Año 2014","Cuarto","Noviembre","Jaén","60.0"
"Año 2014","Cuarto","Noviembre","Málaga","172.0"
"Año 2014","Cuarto","Noviembre","Sevilla","277.0"
"Año 2014","Cuarto","Noviembre","Huesca","12.0"
"Año 2014","Cuarto","Noviembre","Teruel","10.0"
"Año 2014","Cuarto","Noviembre","Zaragoza","85.0"
"Año 2014","Cuarto","Noviembre","Asturias","76.0"
"Año 2014","Cuarto","Noviembre","Illes Balears","86.0"
"Año 2014","Cuarto","Noviembre","Las Palmas","207.0"
"Año 2014","Cuarto","Noviembre","Santa Cruz de Tenerife","141.0"
"Año 2014","Cuarto","Noviembre","Cantabria","53.0"
"Año 2014","Cuarto","Noviembre","Ávila","17.0"
"Año 2014","Cuarto","Noviembre","Burgos","30.0"
"Año 2014","Cuarto","Noviembre","León","44.0"
"Año 2014","Cuarto","Noviembre","Palencia","20.0"
"Año 2014","Cuarto","Noviembre","Salamanca","42.0"
"Año 2014","Cuarto","Noviembre","Segovia","19.0"
"Año 2014","Cuarto","Noviembre","Soria","3.0"
"Año 2014","Cuarto","Noviembre","Valladolid","64.0"
"Año 2014","Cuarto","Noviembre","Zamora","13.0"
"Año 2014","Cuarto","Noviembre","Albacete","39.0"
"Año 2014","Cuarto","Noviembre","Ciudad Real","40.0"
"Año 2014","Cuarto","Noviembre","Cuenca","16.0"
"Año 2014","Cuarto","Noviembre","Guadalajara","39.0"
"Año 2014","Cuarto","Noviembre","Toledo","79.0"
"Año 2014","Cuarto","Noviembre","Barcelona","499.0"
"Año 2014","Cuarto","Noviembre","Girona","35.0"
"Año 2014","Cuarto","Noviembre","Lleida","16.0"
"Año 2014","Cuarto","Noviembre","Tarragona","47.0"
"Año 2014","Cuarto","Noviembre","Alicante/Alacant","297.0"
"Año 2014","Cuarto","Noviembre","Castellón/Castelló","43.0"
"Año 2014","Cuarto","Noviembre","Valencia/València","362.0"
"Año 2014","Cuarto","Noviembre","Badajoz","44.0"
"Año 2014","Cuarto","Noviembre","Cáceres","38.0"
"Año 2014","Cuarto","Noviembre","A Coruña","55.0"
"Año 2014","Cuarto","Noviembre","Lugo","47.0"
"Año 2014","Cuarto","Noviembre","Ourense","17.0"
"Año 2014","Cuarto","Noviembre","Pontevedra","125.0"
"Año 2014","Cuarto","Noviembre","Madrid","1242.0"
"Año 2014","Cuarto","Noviembre","Murcia","121.0"
"Año 2014","Cuarto","Noviembre","Navarra","60.0"
"Año 2014","Cuarto","Noviembre","Araba/Álava","12.0"
"Año 2014","Cuarto","Noviembre","Bizkaia","99.0"
"Año 2014","Cuarto","Noviembre","Gipuzkoa","30.0"
"Año 2014","Cuarto","Noviembre","La Rioja","44.0"
"Año 2014","Cuarto","Noviembre","Ceuta","5.0"
"Año 2014","Cuarto","Noviembre","Melilla","9.0"
"Año 2014","Cuarto","Noviembre","No consta","1.0"
"Año 2014","Cuarto","Diciembre","Almería","93.0"
"Año 2014","Cuarto","Diciembre","Cádiz","194.0"
"Año 2014","Cuarto","Diciembre","Córdoba","111.0"
"Año 2014","Cuarto","Diciembre","Granada","136.0"
"Año 2014","Cuarto","Diciembre","Huelva","91.0"
"Año 2014","Cuarto","Diciembre","Jaén","76.0"
"Año 2014","Cuarto","Diciembre","Málaga","321.0"
"Año 2014","Cuarto","Diciembre","Sevilla","402.0"
"Año 2014","Cuarto","Diciembre","Huesca","17.0"
"Año 2014","Cuarto","Diciembre","Teruel","16.0"
"Año 2014","Cuarto","Diciembre","Zaragoza","121.0"
"Año 2014","Cuarto","Diciembre","Asturias","147.0"
"Año 2014","Cuarto","Diciembre","Illes Balears","131.0"
"Año 2014","Cuarto","Diciembre","Las Palmas","172.0"
"Año 2014","Cuarto","Diciembre","Santa Cruz de Tenerife","175.0"
"Año 2014","Cuarto","Diciembre","Cantabria","74.0"
"Año 2014","Cuarto","Diciembre","Ávila","14.0"
"Año 2014","Cuarto","Diciembre","Burgos","47.0"
"Año 2014","Cuarto","Diciembre","León","67.0"
"Año 2014","Cuarto","Diciembre","Palencia","24.0"
"Año 2014","Cuarto","Diciembre","Salamanca","46.0"
"Año 2014","Cuarto","Diciembre","Segovia","14.0"
"Año 2014","Cuarto","Diciembre","Soria","4.0"
"Año 2014","Cuarto","Diciembre","Valladolid","114.0"
"Año 2014","Cuarto","Diciembre","Zamora","14.0"
"Año 2014","Cuarto","Diciembre","Albacete","40.0"
"Año 2014","Cuarto","Diciembre","Ciudad Real","51.0"
"Año 2014","Cuarto","Diciembre","Cuenca","19.0"
"Año 2014","Cuarto","Diciembre","Guadalajara","27.0"
"Año 2014","Cuarto","Diciembre","Toledo","114.0"
"Año 2014","Cuarto","Diciembre","Barcelona","794.0"
"Año 2014","Cuarto","Diciembre","Girona","51.0"
"Año 2014","Cuarto","Diciembre","Lleida","30.0"
"Año 2014","Cuarto","Diciembre","Tarragona","85.0"
"Año 2014","Cuarto","Diciembre","Alicante/Alacant","307.0"
"Año 2014","Cuarto","Diciembre","Castellón/Castelló","96.0"
"Año 2014","Cuarto","Diciembre","Valencia/València","519.0"
"Año 2014","Cuarto","Diciembre","Badajoz","102.0"
"Año 2014","Cuarto","Diciembre","Cáceres","61.0"
"Año 2014","Cuarto","Diciembre","A Coruña","64.0"
"Año 2014","Cuarto","Diciembre","Lugo","45.0"
"Año 2014","Cuarto","Diciembre","Ourense","33.0"
"Año 2014","Cuarto","Diciembre","Pontevedra","166.0"
"Año 2014","Cuarto","Diciembre","Madrid","1701.0"
"Año 2014","Cuarto","Diciembre","Murcia","173.0"
"Año 2014","Cuarto","Diciembre","Navarra","61.0"
"Año 2014","Cuarto","Diciembre","Araba/Álava","33.0"
"Año 2014","Cuarto","Diciembre","Bizkaia","136.0"
"Año 2014","Cuarto","Diciembre","Gipuzkoa","72.0"
"Año 2014","Cuarto","Diciembre","La Rioja","32.0"
"Año 2014","Cuarto","Diciembre","Ceuta","18.0"
"Año 2014","Cuarto","Diciembre","Melilla","15.0"
"Año 2015","Primero","Enero","Almería","89.0"
"Año 2015","Primero","Enero","Cádiz","141.0"
"Año 2015","Primero","Enero","Córdoba","82.0"
"Año 2015","Primero","Enero","Granada","145.0"
"Año 2015","Primero","Enero","Huelva","64.0"
"Año 2015","Primero","Enero","Jaén","59.0"
"Año 2015","Primero","Enero","Málaga","223.0"
"Año 2015","Primero","Enero","Sevilla","287.0"
"Año 2015","Primero","Enero","Huesca","13.0"
"Año 2015","Primero","Enero","Teruel","3.0"
"Año 2015","Primero","Enero","Zaragoza","86.0"
"Año 2015","Primero","Enero","Asturias","84.0"
"Año 2015","Primero","Enero","Illes Balears","92.0"
"Año 2015","Primero","Enero","Las Palmas","189.0"
"Año 2015","Primero","Enero","Santa Cruz de Tenerife","153.0"
"Año 2015","Primero","Enero","Cantabria","41.0"
"Año 2015","Primero","Enero","Ávila","17.0"
"Año 2015","Primero","Enero","Burgos","34.0"
"Año 2015","Primero","Enero","León","49.0"
"Año 2015","Primero","Enero","Palencia","15.0"
"Año 2015","Primero","Enero","Salamanca","40.0"
"Año 2015","Primero","Enero","Segovia","8.0"
"Año 2015","Primero","Enero","Soria","1.0"
"Año 2015","Primero","Enero","Valladolid","81.0"
"Año 2015","Primero","Enero","Zamora","34.0"
"Año 2015","Primero","Enero","Albacete","35.0"
"Año 2015","Primero","Enero","Ciudad Real","39.0"
"Año 2015","Primero","Enero","Cuenca","17.0"
"Año 2015","Primero","Enero","Guadalajara","38.0"
"Año 2015","Primero","Enero","Toledo","100.0"
"Año 2015","Primero","Enero","Barcelona","560.0"
"Año 2015","Primero","Enero","Girona","30.0"
"Año 2015","Primero","Enero","Lleida","24.0"
"Año 2015","Primero","Enero","Tarragona","61.0"
"Año 2015","Primero","Enero","Alicante/Alacant","290.0"
"Año 2015","Primero","Enero","Castellón/Castelló","57.0"
"Año 2015","Primero","Enero","Valencia/València","352.0"
"Año 2015","Primero","Enero","Badajoz","66.0"
"Año 2015","Primero","Enero","Cáceres","38.0"
"Año 2015","Primero","Enero","A Coruña","65.0"
"Año 2015","Primero","Enero","Lugo","34.0"
"Año 2015","Primero","Enero","Ourense","26.0"
"Año 2015","Primero","Enero","Pontevedra","157.0"
"Año 2015","Primero","Enero","Madrid","1221.0"
"Año 2015","Primero","Enero","Murcia","136.0"
"Año 2015","Primero","Enero","Navarra","43.0"
"Año 2015","Primero","Enero","Araba/Álava","32.0"
"Año 2015","Primero","Enero","Bizkaia","82.0"
"Año 2015","Primero","Enero","Gipuzkoa","37.0"
"Año 2015","Primero","Enero","La Rioja","40.0"
"Año 2015","Primero","Enero","Ceuta","9.0"
"Año 2015","Primero","Enero","Melilla","15.0"
"Año 2015","Primero","Enero","No consta","7.0"
"Año 2015","Primero","Febrero","Almería","60.0"
"Año 2015","Primero","Febrero","Cádiz","128.0"
"Año 2015","Primero","Febrero","Córdoba","68.0"
"Año 2015","Primero","Febrero","Granada","108.0"
"Año 2015","Primero","Febrero","Huelva","52.0"
"Año 2015","Primero","Febrero","Jaén","61.0"
"Año 2015","Primero","Febrero","Málaga","179.0"
"Año 2015","Primero","Febrero","Sevilla","245.0"
"Año 2015","Primero","Febrero","Huesca","17.0"
"Año 2015","Primero","Febrero","Teruel","5.0"
"Año 2015","Primero","Febrero","Zaragoza","90.0"
"Año 2015","Primero","Febrero","Asturias","81.0"
"Año 2015","Primero","Febrero","Illes Balears","89.0"
"Año 2015","Primero","Febrero","Las Palmas","160.0"
"Año 2015","Primero","Febrero","Santa Cruz de Tenerife","104.0"
"Año 2015","Primero","Febrero","Cantabria","41.0"
"Año 2015","Primero","Febrero","Ávila","21.0"
"Año 2015","Primero","Febrero","Burgos","40.0"
"Año 2015","Primero","Febrero","León","45.0"
"Año 2015","Primero","Febrero","Palencia","15.0"
"Año 2015","Primero","Febrero","Salamanca","29.0"
"Año 2015","Primero","Febrero","Segovia","14.0"
"Año 2015","Primero","Febrero","Soria","1.0"
"Año 2015","Primero","Febrero","Valladolid","63.0"
"Año 2015","Primero","Febrero","Zamora","23.0"
"Año 2015","Primero","Febrero","Albacete","29.0"
"Año 2015","Primero","Febrero","Ciudad Real","32.0"
"Año 2015","Primero","Febrero","Cuenca","13.0"
"Año 2015","Primero","Febrero","Guadalajara","19.0"
"Año 2015","Primero","Febrero","Toledo","58.0"
"Año 2015","Primero","Febrero","Barcelona","404.0"
"Año 2015","Primero","Febrero","Girona","45.0"
"Año 2015","Primero","Febrero","Lleida","28.0"
"Año 2015","Primero","Febrero","Tarragona","49.0"
"Año 2015","Primero","Febrero","Alicante/Alacant","257.0"
"Año 2015","Primero","Febrero","Castellón/Castelló","56.0"
"Año 2015","Primero","Febrero","Valencia/València","383.0"
"Año 2015","Primero","Febrero","Badajoz","59.0"
"Año 2015","Primero","Febrero","Cáceres","22.0"
"Año 2015","Primero","Febrero","A Coruña","43.0"
"Año 2015","Primero","Febrero","Lugo","29.0"
"Año 2015","Primero","Febrero","Ourense","22.0"
"Año 2015","Primero","Febrero","Pontevedra","109.0"
"Año 2015","Primero","Febrero","Madrid","1203.0"
"Año 2015","Primero","Febrero","Murcia","96.0"
"Año 2015","Primero","Febrero","Navarra","62.0"
"Año 2015","Primero","Febrero","Araba/Álava","26.0"
"Año 2015","Primero","Febrero","Bizkaia","72.0"
"Año 2015","Primero","Febrero","Gipuzkoa","34.0"
"Año 2015","Primero","Febrero","La Rioja","29.0"
"Año 2015","Primero","Febrero","Ceuta","10.0"
"Año 2015","Primero","Febrero","Melilla","6.0"
"Año 2015","Primero","Febrero","No consta","14.0"
"Año 2015","Primero","Marzo","Almería","60.0"
"Año 2015","Primero","Marzo","Cádiz","125.0"
"Año 2015","Primero","Marzo","Córdoba","73.0"
"Año 2015","Primero","Marzo","Granada","88.0"
"Año 2015","Primero","Marzo","Huelva","50.0"
"Año 2015","Primero","Marzo","Jaén","60.0"
"Año 2015","Primero","Marzo","Málaga","182.0"
"Año 2015","Primero","Marzo","Sevilla","276.0"
"Año 2015","Primero","Marzo","Huesca","16.0"
"Año 2015","Primero","Marzo","Teruel","10.0"
"Año 2015","Primero","Marzo","Zaragoza","88.0"
"Año 2015","Primero","Marzo","Asturias","71.0"
"Año 2015","Primero","Marzo","Illes Balears","85.0"
"Año 2015","Primero","Marzo","Las Palmas","171.0"
"Año 2015","Primero","Marzo","Santa Cruz de Tenerife","118.0"
"Año 2015","Primero","Marzo","Cantabria","56.0"
"Año 2015","Primero","Marzo","Ávila","16.0"
"Año 2015","Primero","Marzo","Burgos","36.0"
"Año 2015","Primero","Marzo","León","40.0"
"Año 2015","Primero","Marzo","Palencia","8.0"
"Año 2015","Primero","Marzo","Salamanca","32.0"
"Año 2015","Primero","Marzo","Segovia","12.0"
"Año 2015","Primero","Marzo","Soria","3.0"
"Año 2015","Primero","Marzo","Valladolid","71.0"
"Año 2015","Primero","Marzo","Zamora","17.0"
"Año 2015","Primero","Marzo","Albacete","36.0"
"Año 2015","Primero","Marzo","Ciudad Real","31.0"
"Año 2015","Primero","Marzo","Cuenca","8.0"
"Año 2015","Primero","Marzo","Guadalajara","33.0"
"Año 2015","Primero","Marzo","Toledo","77.0"
"Año 2015","Primero","Marzo","Barcelona","534.0"
"Año 2015","Primero","Marzo","Girona","31.0"
"Año 2015","Primero","Marzo","Lleida","18.0"
"Año 2015","Primero","Marzo","Tarragona","66.0"
"Año 2015","Primero","Marzo","Alicante/Alacant","260.0"
"Año 2015","Primero","Marzo","Castellón/Castelló","50.0"
"Año 2015","Primero","Marzo","Valencia/València","347.0"
"Año 2015","Primero","Marzo","Badajoz","48.0"
"Año 2015","Primero","Marzo","Cáceres","41.0"
"Año 2015","Primero","Marzo","A Coruña","41.0"
"Año 2015","Primero","Marzo","Lugo","30.0"
"Año 2015","Primero","Marzo","Ourense","25.0"
"Año 2015","Primero","Marzo","Pontevedra","111.0"
"Año 2015","Primero","Marzo","Madrid","1180.0"
"Año 2015","Primero","Marzo","Murcia","145.0"
"Año 2015","Primero","Marzo","Navarra","51.0"
"Año 2015","Primero","Marzo","Araba/Álava","20.0"
"Año 2015","Primero","Marzo","Bizkaia","76.0"
"Año 2015","Primero","Marzo","Gipuzkoa","43.0"
"Año 2015","Primero","Marzo","La Rioja","33.0"
"Año 2015","Primero","Marzo","Ceuta","6.0"
"Año 2015","Primero","Marzo","Melilla","4.0"
"Año 2015","Primero","Marzo","No consta","12.0"
"Año 2015","Segundo","Abril","Almería","95.0"
"Año 2015","Segundo","Abril","Cádiz","142.0"
"Año 2015","Segundo","Abril","Córdoba","86.0"
"Año 2015","Segundo","Abril","Granada","133.0"
"Año 2015","Segundo","Abril","Huelva","57.0"
"Año 2015","Segundo","Abril","Jaén","66.0"
"Año 2015","Segundo","Abril","Málaga","223.0"
"Año 2015","Segundo","Abril","Sevilla","323.0"
"Año 2015","Segundo","Abril","Huesca","12.0"
"Año 2015","Segundo","Abril","Teruel","3.0"
"Año 2015","Segundo","Abril","Zaragoza","90.0"
"Año 2015","Segundo","Abril","Asturias","107.0"
"Año 2015","Segundo","Abril","Illes Balears","122.0"
"Año 2015","Segundo","Abril","Las Palmas","164.0"
"Año 2015","Segundo","Abril","Santa Cruz de Tenerife","157.0"
"Año 2015","Segundo","Abril","Cantabria","60.0"
"Año 2015","Segundo","Abril","Ávila","26.0"
"Año 2015","Segundo","Abril","Burgos","51.0"
"Año 2015","Segundo","Abril","León","58.0"
"Año 2015","Segundo","Abril","Palencia","14.0"
"Año 2015","Segundo","Abril","Salamanca","46.0"
"Año 2015","Segundo","Abril","Segovia","26.0"
"Año 2015","Segundo","Abril","Soria","5.0"
"Año 2015","Segundo","Abril","Valladolid","76.0"
"Año 2015","Segundo","Abril","Zamora","16.0"
"Año 2015","Segundo","Abril","Albacete","41.0"
"Año 2015","Segundo","Abril","Ciudad Real","41.0"
"Año 2015","Segundo","Abril","Cuenca","16.0"
"Año 2015","Segundo","Abril","Guadalajara","35.0"
"Año 2015","Segundo","Abril","Toledo","97.0"
"Año 2015","Segundo","Abril","Barcelona","582.0"
"Año 2015","Segundo","Abril","Girona","47.0"
"Año 2015","Segundo","Abril","Lleida","22.0"
"Año 2015","Segundo","Abril","Tarragona","80.0"
"Año 2015","Segundo","Abril","Alicante/Alacant","306.0"
"Año 2015","Segundo","Abril","Castellón/Castelló","64.0"
"Año 2015","Segundo","Abril","Valencia/València","365.0"
"Año 2015","Segundo","Abril","Badajoz","76.0"
"Año 2015","Segundo","Abril","Cáceres","39.0"
"Año 2015","Segundo","Abril","A Coruña","53.0"
"Año 2015","Segundo","Abril","Lugo","31.0"
"Año 2015","Segundo","Abril","Ourense","42.0"
"Año 2015","Segundo","Abril","Pontevedra","134.0"
"Año 2015","Segundo","Abril","Madrid","1290.0"
"Año 2015","Segundo","Abril","Murcia","142.0"
"Año 2015","Segundo","Abril","Navarra","52.0"
"Año 2015","Segundo","Abril","Araba/Álava","20.0"
"Año 2015","Segundo","Abril","Bizkaia","82.0"
"Año 2015","Segundo","Abril","Gipuzkoa","37.0"
"Año 2015","Segundo","Abril","La Rioja","29.0"
"Año 2015","Segundo","Abril","Ceuta","14.0"
"Año 2015","Segundo","Abril","Melilla","14.0"
"Año 2015","Segundo","Abril","No consta","11.0"
"Año 2015","Segundo","Mayo","Almería","102.0"
"Año 2015","Segundo","Mayo","Cádiz","225.0"
"Año 2015","Segundo","Mayo","Córdoba","106.0"
"Año 2015","Segundo","Mayo","Granada","166.0"
"Año 2015","Segundo","Mayo","Huelva","65.0"
"Año 2015","Segundo","Mayo","Jaén","54.0"
"Año 2015","Segundo","Mayo","Málaga","296.0"
"Año 2015","Segundo","Mayo","Sevilla","425.0"
"Año 2015","Segundo","Mayo","Huesca","18.0"
"Año 2015","Segundo","Mayo","Teruel","15.0"
"Año 2015","Segundo","Mayo","Zaragoza","122.0"
"Año 2015","Segundo","Mayo","Asturias","151.0"
"Año 2015","Segundo","Mayo","Illes Balears","145.0"
"Año 2015","Segundo","Mayo","Las Palmas","223.0"
"Año 2015","Segundo","Mayo","Santa Cruz de Tenerife","181.0"
"Año 2015","Segundo","Mayo","Cantabria","74.0"
"Año 2015","Segundo","Mayo","Ávila","33.0"
"Año 2015","Segundo","Mayo","Burgos","55.0"
"Año 2015","Segundo","Mayo","León","43.0"
"Año 2015","Segundo","Mayo","Palencia","31.0"
"Año 2015","Segundo","Mayo","Salamanca","59.0"
"Año 2015","Segundo","Mayo","Segovia","18.0"
"Año 2015","Segundo","Mayo","Soria","5.0"
"Año 2015","Segundo","Mayo","Valladolid","116.0"
"Año 2015","Segundo","Mayo","Zamora","26.0"
"Año 2015","Segundo","Mayo","Albacete","43.0"
"Año 2015","Segundo","Mayo","Ciudad Real","49.0"
"Año 2015","Segundo","Mayo","Cuenca","15.0"
"Año 2015","Segundo","Mayo","Guadalajara","40.0"
"Año 2015","Segundo","Mayo","Toledo","121.0"
"Año 2015","Segundo","Mayo","Barcelona","799.0"
"Año 2015","Segundo","Mayo","Girona","68.0"
"Año 2015","Segundo","Mayo","Lleida","33.0"
"Año 2015","Segundo","Mayo","Tarragona","91.0"
"Año 2015","Segundo","Mayo","Alicante/Alacant","379.0"
"Año 2015","Segundo","Mayo","Castellón/Castelló","94.0"
"Año 2015","Segundo","Mayo","Valencia/València","513.0"
"Año 2015","Segundo","Mayo","Badajoz","80.0"
"Año 2015","Segundo","Mayo","Cáceres","49.0"
"Año 2015","Segundo","Mayo","A Coruña","64.0"
"Año 2015","Segundo","Mayo","Lugo","33.0"
"Año 2015","Segundo","Mayo","Ourense","33.0"
"Año 2015","Segundo","Mayo","Pontevedra","194.0"
"Año 2015","Segundo","Mayo","Madrid","1719.0"
"Año 2015","Segundo","Mayo","Murcia","219.0"
"Año 2015","Segundo","Mayo","Navarra","82.0"
"Año 2015","Segundo","Mayo","Araba/Álava","22.0"
"Año 2015","Segundo","Mayo","Bizkaia","144.0"
"Año 2015","Segundo","Mayo","Gipuzkoa","57.0"
"Año 2015","Segundo","Mayo","La Rioja","35.0"
"Año 2015","Segundo","Mayo","Ceuta","8.0"
"Año 2015","Segundo","Mayo","Melilla","8.0"
"Año 2015","Segundo","Mayo","No consta","8.0"
"Año 2015","Segundo","Junio","Almería","88.0"
"Año 2015","Segundo","Junio","Cádiz","161.0"
"Año 2015","Segundo","Junio","Córdoba","73.0"
"Año 2015","Segundo","Junio","Granada","156.0"
"Año 2015","Segundo","Junio","Huelva","65.0"
"Año 2015","Segundo","Junio","Jaén","63.0"
"Año 2015","Segundo","Junio","Málaga","276.0"
"Año 2015","Segundo","Junio","Sevilla","356.0"
"Año 2015","Segundo","Junio","Huesca","13.0"
"Año 2015","Segundo","Junio","Teruel","8.0"
"Año 2015","Segundo","Junio","Zaragoza","90.0"
"Año 2015","Segundo","Junio","Asturias","98.0"
"Año 2015","Segundo","Junio","Illes Balears","118.0"
"Año 2015","Segundo","Junio","Las Palmas","214.0"
"Año 2015","Segundo","Junio","Santa Cruz de Tenerife","149.0"
"Año 2015","Segundo","Junio","Cantabria","72.0"
"Año 2015","Segundo","Junio","Ávila","6.0"
"Año 2015","Segundo","Junio","Burgos","37.0"
"Año 2015","Segundo","Junio","León","44.0"
"Año 2015","Segundo","Junio","Palencia","13.0"
"Año 2015","Segundo","Junio","Salamanca","32.0"
"Año 2015","Segundo","Junio","Segovia","19.0"
"Año 2015","Segundo","Junio","Soria","1.0"
"Año 2015","Segundo","Junio","Valladolid","83.0"
"Año 2015","Segundo","Junio","Zamora","26.0"
"Año 2015","Segundo","Junio","Albacete","32.0"
"Año 2015","Segundo","Junio","Ciudad Real","37.0"
"Año 2015","Segundo","Junio","Cuenca","11.0"
"Año 2015","Segundo","Junio","Guadalajara","21.0"
"Año 2015","Segundo","Junio","Toledo","102.0"
"Año 2015","Segundo","Junio","Barcelona","665.0"
"Año 2015","Segundo","Junio","Girona","49.0"
"Año 2015","Segundo","Junio","Lleida","25.0"
"Año 2015","Segundo","Junio","Tarragona","74.0"
"Año 2015","Segundo","Junio","Alicante/Alacant","315.0"
"Año 2015","Segundo","Junio","Castellón/Castelló","68.0"
"Año 2015","Segundo","Junio","Valencia/València","380.0"
"Año 2015","Segundo","Junio","Badajoz","64.0"
"Año 2015","Segundo","Junio","Cáceres","34.0"
"Año 2015","Segundo","Junio","A Coruña","83.0"
"Año 2015","Segundo","Junio","Lugo","41.0"
"Año 2015","Segundo","Junio","Ourense","23.0"
"Año 2015","Segundo","Junio","Pontevedra","176.0"
"Año 2015","Segundo","Junio","Madrid","1346.0"
"Año 2015","Segundo","Junio","Murcia","176.0"
"Año 2015","Segundo","Junio","Navarra","85.0"
"Año 2015","Segundo","Junio","Araba/Álava","34.0"
"Año 2015","Segundo","Junio","Bizkaia","91.0"
"Año 2015","Segundo","Junio","Gipuzkoa","51.0"
"Año 2015","Segundo","Junio","La Rioja","38.0"
"Año 2015","Segundo","Junio","Ceuta","15.0"
"Año 2015","Segundo","Junio","Melilla","15.0"
"Año 2015","Segundo","Junio","No consta","18.0"
"Año 2015","Tercero","Julio","Almería","95.0"
"Año 2015","Tercero","Julio","Cádiz","162.0"
"Año 2015","Tercero","Julio","Córdoba","108.0"
"Año 2015","Tercero","Julio","Granada","120.0"
"Año 2015","Tercero","Julio","Huelva","73.0"
"Año 2015","Tercero","Julio","Jaén","95.0"
"Año 2015","Tercero","Julio","Málaga","285.0"
"Año 2015","Tercero","Julio","Sevilla","353.0"
"Año 2015","Tercero","Julio","Huesca","11.0"
"Año 2015","Tercero","Julio","Teruel","11.0"
"Año 2015","Tercero","Julio","Zaragoza","111.0"
"Año 2015","Tercero","Julio","Asturias","129.0"
"Año 2015","Tercero","Julio","Illes Balears","131.0"
"Año 2015","Tercero","Julio","Las Palmas","190.0"
"Año 2015","Tercero","Julio","Santa Cruz de Tenerife","172.0"
"Año 2015","Tercero","Julio","Cantabria","61.0"
